state,district,year,residualsodiumcarbonate,gdp
Andaman And Nicobar Islands,North And Middle Andaman,2005,0.34999999,1705.992492
Andaman And Nicobar Islands,North And Middle Andaman,2018,0.0,6107.629334
Andaman And Nicobar Islands,South Andaman,2005,1.28,1705.992492
Andaman And Nicobar Islands,South Andaman,2010,4.3000002,3138.75895
Andaman And Nicobar Islands,South Andaman,2018,0.0,6107.629334
Andhra Pradesh,Anantapur,2000,5.2656665,171092.868
Andhra Pradesh,Anantapur,2001,4.5327272,178850.9966
Andhra Pradesh,Anantapur,2003,0.0,200842.5423
Andhra Pradesh,Anantapur,2004,-6.1144447,215454.7027
Andhra Pradesh,Anantapur,2005,9.3479996,227456.699
Andhra Pradesh,Anantapur,2006,5.2127271,251347.1421
Andhra Pradesh,Anantapur,2007,7.3061538,282692.2057
Andhra Pradesh,Anantapur,2008,7.4450002,289918.0575
Andhra Pradesh,Anantapur,2009,7.7816668,309549.0583
Andhra Pradesh,Anantapur,2010,6.9418182,330209.0565
Andhra Pradesh,Anantapur,2011,8.5088892,339995.5242
Andhra Pradesh,Anantapur,2012,0.0,341335.2232
Andhra Pradesh,Anantapur,2013,4.8094115,360239.2258
Andhra Pradesh,Anantapur,2014,-2.9719999,397063.8325
Andhra Pradesh,Anantapur,2015,-1.22,446996.86
Andhra Pradesh,Anantapur,2017,-1.8356522,526625.9555
Andhra Pradesh,Anantapur,2018,-7.243784,558861.6852
Andhra Pradesh,Chittoor,2000,4.1312499,171092.868
Andhra Pradesh,Chittoor,2004,-7.4430771,215454.7027
Andhra Pradesh,Chittoor,2005,3.8488889,227456.699
Andhra Pradesh,Chittoor,2006,3.4112499,251347.1421
Andhra Pradesh,Chittoor,2007,4.027143,282692.2057
Andhra Pradesh,Chittoor,2008,3.5657144,289918.0575
Andhra Pradesh,Chittoor,2009,3.7171428,309549.0583
Andhra Pradesh,Chittoor,2010,4.6284208,330209.0565
Andhra Pradesh,Chittoor,2011,4.5133333,339995.5242
Andhra Pradesh,Chittoor,2012,0.0,341335.2232
Andhra Pradesh,Chittoor,2013,3.2366667,360239.2258
Andhra Pradesh,Chittoor,2014,-4.4341936,397063.8325
Andhra Pradesh,Chittoor,2015,-2.3425,446996.86
Andhra Pradesh,Chittoor,2017,-5.2946668,526625.9555
Andhra Pradesh,Chittoor,2018,-4.9706249,558861.6852
Andhra Pradesh,East Godavari,2000,2.3408,171092.868
Andhra Pradesh,East Godavari,2004,-5.8000002,215454.7027
Andhra Pradesh,East Godavari,2005,3.1184616,227456.699
Andhra Pradesh,East Godavari,2006,2.3800001,251347.1421
Andhra Pradesh,East Godavari,2007,5.9523077,282692.2057
Andhra Pradesh,East Godavari,2008,4.3984613,289918.0575
Andhra Pradesh,East Godavari,2009,5.007143,309549.0583
Andhra Pradesh,East Godavari,2010,3.6276922,330209.0565
Andhra Pradesh,East Godavari,2011,3.6508334,339995.5242
Andhra Pradesh,East Godavari,2012,0.0,341335.2232
Andhra Pradesh,East Godavari,2013,2.6225808,360239.2258
Andhra Pradesh,East Godavari,2014,-2.4768965,397063.8325
Andhra Pradesh,East Godavari,2015,-0.20666666,446996.86
Andhra Pradesh,East Godavari,2017,-2.8652174,526625.9555
Andhra Pradesh,East Godavari,2018,-2.8468292,558861.6852
Andhra Pradesh,Guntur,2000,3.9606667,171092.868
Andhra Pradesh,Guntur,2004,-4.2303448,215454.7027
Andhra Pradesh,Guntur,2005,4.4953847,227456.699
Andhra Pradesh,Guntur,2006,4.3400002,251347.1421
Andhra Pradesh,Guntur,2007,4.8080001,282692.2057
Andhra Pradesh,Guntur,2008,4.4346666,289918.0575
Andhra Pradesh,Guntur,2009,4.0944443,309549.0583
Andhra Pradesh,Guntur,2010,4.1571426,330209.0565
Andhra Pradesh,Guntur,2011,5.4078259,339995.5242
Andhra Pradesh,Guntur,2012,0.0,341335.2232
Andhra Pradesh,Guntur,2013,4.8551726,360239.2258
Andhra Pradesh,Guntur,2014,-3.4735897,397063.8325
Andhra Pradesh,Guntur,2015,-2.918644,446996.86
Andhra Pradesh,Guntur,2017,-6.0663891,526625.9555
Andhra Pradesh,Guntur,2018,-7.0221176,558861.6852
Andhra Pradesh,Krishna,2000,3.9275999,171092.868
Andhra Pradesh,Krishna,2004,-4.5349998,215454.7027
Andhra Pradesh,Krishna,2005,2.6285715,227456.699
Andhra Pradesh,Krishna,2006,2.24,251347.1421
Andhra Pradesh,Krishna,2007,5.0266666,282692.2057
Andhra Pradesh,Krishna,2008,6.0666666,289918.0575
Andhra Pradesh,Krishna,2009,7.3316669,309549.0583
Andhra Pradesh,Krishna,2010,6.3088889,330209.0565
Andhra Pradesh,Krishna,2011,6.3492308,339995.5242
Andhra Pradesh,Krishna,2012,0.0,341335.2232
Andhra Pradesh,Krishna,2013,5.48,360239.2258
Andhra Pradesh,Krishna,2014,-0.067213118,397063.8325
Andhra Pradesh,Krishna,2015,-1.6220409,446996.86
Andhra Pradesh,Krishna,2017,-3.9618182,526625.9555
Andhra Pradesh,Krishna,2018,-5.5772882,558861.6852
Andhra Pradesh,Kurnool,2002,0.0,182922.1476
Andhra Pradesh,Kurnool,2003,0.0,200842.5423
Andhra Pradesh,Kurnool,2004,-2.1400001,215454.7027
Andhra Pradesh,Kurnool,2005,6.3899999,227456.699
Andhra Pradesh,Kurnool,2006,7.9066663,251347.1421
Andhra Pradesh,Kurnool,2007,6.7342854,282692.2057
Andhra Pradesh,Kurnool,2008,5.2249999,289918.0575
Andhra Pradesh,Kurnool,2009,7.5685716,309549.0583
Andhra Pradesh,Kurnool,2010,4.6824999,330209.0565
Andhra Pradesh,Kurnool,2011,7.4885716,339995.5242
Andhra Pradesh,Kurnool,2012,0.0,341335.2232
Andhra Pradesh,Kurnool,2013,4.5511112,360239.2258
Andhra Pradesh,Kurnool,2014,-6.8872728,397063.8325
Andhra Pradesh,Kurnool,2015,-11.776875,446996.86
Andhra Pradesh,Kurnool,2017,-6.0593333,526625.9555
Andhra Pradesh,Kurnool,2018,-12.152632,558861.6852
Andhra Pradesh,Prakasam,2000,12.157647,171092.868
Andhra Pradesh,Prakasam,2004,2.8608,215454.7027
Andhra Pradesh,Prakasam,2005,8.3246155,227456.699
Andhra Pradesh,Prakasam,2006,7.4039998,251347.1421
Andhra Pradesh,Prakasam,2007,8.59375,282692.2057
Andhra Pradesh,Prakasam,2008,6.105,289918.0575
Andhra Pradesh,Prakasam,2009,7.0,309549.0583
Andhra Pradesh,Prakasam,2010,5.6040001,330209.0565
Andhra Pradesh,Prakasam,2011,9.1023531,339995.5242
Andhra Pradesh,Prakasam,2012,0.0,341335.2232
Andhra Pradesh,Prakasam,2013,5.4859257,360239.2258
Andhra Pradesh,Prakasam,2014,-1.4613794,397063.8325
Andhra Pradesh,Prakasam,2015,-7.3046155,446996.86
Andhra Pradesh,Prakasam,2017,-1.8666667,526625.9555
Andhra Pradesh,Prakasam,2018,-7.0976,558861.6852
Andhra Pradesh,Sri Potti Sriramulu Nellore,2000,5.8688002,171092.868
Andhra Pradesh,Sri Potti Sriramulu Nellore,2003,0.0,200842.5423
Andhra Pradesh,Sri Potti Sriramulu Nellore,2004,-5.7200003,215454.7027
Andhra Pradesh,Sri Potti Sriramulu Nellore,2005,3.0733335,227456.699
Andhra Pradesh,Sri Potti Sriramulu Nellore,2006,4.1290908,251347.1421
Andhra Pradesh,Sri Potti Sriramulu Nellore,2007,6.4371428,282692.2057
Andhra Pradesh,Sri Potti Sriramulu Nellore,2008,5.0588236,289918.0575
Andhra Pradesh,Sri Potti Sriramulu Nellore,2009,3.4815385,309549.0583
Andhra Pradesh,Sri Potti Sriramulu Nellore,2010,7.145,330209.0565
Andhra Pradesh,Sri Potti Sriramulu Nellore,2011,6.3054547,339995.5242
Andhra Pradesh,Sri Potti Sriramulu Nellore,2012,0.0,341335.2232
Andhra Pradesh,Sri Potti Sriramulu Nellore,2013,4.5359998,360239.2258
Andhra Pradesh,Sri Potti Sriramulu Nellore,2014,1.013,397063.8325
Andhra Pradesh,Sri Potti Sriramulu Nellore,2015,-13.42,446996.86
Andhra Pradesh,Sri Potti Sriramulu Nellore,2017,-0.51894742,526625.9555
Andhra Pradesh,Sri Potti Sriramulu Nellore,2018,-4.3424001,558861.6852
Andhra Pradesh,Srikakulam,2000,4.9570003,171092.868
Andhra Pradesh,Srikakulam,2004,-7.4104347,215454.7027
Andhra Pradesh,Srikakulam,2005,3.05,227456.699
Andhra Pradesh,Srikakulam,2006,1.755,251347.1421
Andhra Pradesh,Srikakulam,2007,3.3425,282692.2057
Andhra Pradesh,Srikakulam,2008,5.4450002,289918.0575
Andhra Pradesh,Srikakulam,2009,2.7633333,309549.0583
Andhra Pradesh,Srikakulam,2010,2.0680001,330209.0565
Andhra Pradesh,Srikakulam,2011,3.6175001,339995.5242
Andhra Pradesh,Srikakulam,2012,0.0,341335.2232
Andhra Pradesh,Srikakulam,2013,2.7542858,360239.2258
Andhra Pradesh,Srikakulam,2014,-5.6139998,397063.8325
Andhra Pradesh,Srikakulam,2015,-4.3936586,446996.86
Andhra Pradesh,Srikakulam,2017,-4.2614284,526625.9555
Andhra Pradesh,Srikakulam,2018,-5.3052382,558861.6852
Andhra Pradesh,Visakhapatanam,2000,2.1836364,171092.868
Andhra Pradesh,Visakhapatanam,2003,2.9342856,200842.5423
Andhra Pradesh,Visakhapatanam,2004,-5.0694447,215454.7027
Andhra Pradesh,Visakhapatanam,2005,2.5999999,227456.699
Andhra Pradesh,Visakhapatanam,2006,4.2276921,251347.1421
Andhra Pradesh,Visakhapatanam,2007,1.8907692,282692.2057
Andhra Pradesh,Visakhapatanam,2008,4.5816669,289918.0575
Andhra Pradesh,Visakhapatanam,2009,3.2414286,309549.0583
Andhra Pradesh,Visakhapatanam,2010,3.0466666,330209.0565
Andhra Pradesh,Visakhapatanam,2011,3.283077,339995.5242
Andhra Pradesh,Visakhapatanam,2012,0.0,341335.2232
Andhra Pradesh,Visakhapatanam,2013,8.1225004,360239.2258
Andhra Pradesh,Visakhapatanam,2014,-1.3170967,397063.8325
Andhra Pradesh,Visakhapatanam,2015,-3.0588734,446996.86
Andhra Pradesh,Visakhapatanam,2017,-1.240339,526625.9555
Andhra Pradesh,Visakhapatanam,2018,-1.1766038,558861.6852
Andhra Pradesh,Vizianagaram,2000,0.45466667,171092.868
Andhra Pradesh,Vizianagaram,2004,-5.25,215454.7027
Andhra Pradesh,Vizianagaram,2005,4.3733335,227456.699
Andhra Pradesh,Vizianagaram,2006,2.71,251347.1421
Andhra Pradesh,Vizianagaram,2007,3.4039998,282692.2057
Andhra Pradesh,Vizianagaram,2008,3.5999999,289918.0575
Andhra Pradesh,Vizianagaram,2009,3.8399999,309549.0583
Andhra Pradesh,Vizianagaram,2010,3.5266666,330209.0565
Andhra Pradesh,Vizianagaram,2011,2.0474999,339995.5242
Andhra Pradesh,Vizianagaram,2012,0.0,341335.2232
Andhra Pradesh,Vizianagaram,2013,2.6955554,360239.2258
Andhra Pradesh,Vizianagaram,2014,-3.0964103,397063.8325
Andhra Pradesh,Vizianagaram,2015,-4.0136843,446996.86
Andhra Pradesh,Vizianagaram,2017,-3.6745,526625.9555
Andhra Pradesh,Vizianagaram,2018,-3.4723077,558861.6852
Andhra Pradesh,West Godavari,2000,3.3264999,171092.868
Andhra Pradesh,West Godavari,2004,-8.1716671,215454.7027
Andhra Pradesh,West Godavari,2005,1.6949999,227456.699
Andhra Pradesh,West Godavari,2006,1.34,251347.1421
Andhra Pradesh,West Godavari,2007,3.1199999,282692.2057
Andhra Pradesh,West Godavari,2008,2.0333333,289918.0575
Andhra Pradesh,West Godavari,2009,2.8,309549.0583
Andhra Pradesh,West Godavari,2010,4.0466666,330209.0565
Andhra Pradesh,West Godavari,2011,5.0559998,339995.5242
Andhra Pradesh,West Godavari,2012,0.0,341335.2232
Andhra Pradesh,West Godavari,2013,3.9323077,360239.2258
Andhra Pradesh,West Godavari,2014,-4.7439022,397063.8325
Andhra Pradesh,West Godavari,2015,-1.9254546,446996.86
Andhra Pradesh,West Godavari,2017,-6.184,526625.9555
Andhra Pradesh,West Godavari,2018,-6.8364286,558861.6852
Andhra Pradesh,Y.S.R.,2000,10.189,171092.868
Andhra Pradesh,Y.S.R.,2004,18.685001,215454.7027
Andhra Pradesh,Y.S.R.,2005,7.6400003,227456.699
Andhra Pradesh,Y.S.R.,2006,4.8854547,251347.1421
Andhra Pradesh,Y.S.R.,2007,3.9949999,282692.2057
Andhra Pradesh,Y.S.R.,2008,6.4822221,289918.0575
Andhra Pradesh,Y.S.R.,2009,6.5109091,309549.0583
Andhra Pradesh,Y.S.R.,2010,5.25,330209.0565
Andhra Pradesh,Y.S.R.,2011,6.8711109,339995.5242
Andhra Pradesh,Y.S.R.,2012,0.0,341335.2232
Andhra Pradesh,Y.S.R.,2013,7.2633333,360239.2258
Andhra Pradesh,Y.S.R.,2014,-1.2218181,397063.8325
Andhra Pradesh,Y.S.R.,2015,1.0892309,446996.86
Andhra Pradesh,Y.S.R.,2017,-1.273,526625.9555
Andhra Pradesh,Y.S.R.,2018,-6.3345456,558861.6852
Arunachal Pradesh,Changlang,2007,0.02,7949.949532
Arunachal Pradesh,Changlang,2010,0.36000001,9720.172067
Arunachal Pradesh,Changlang,2013,0.36000001,11226.44
Arunachal Pradesh,Changlang,2015,-1.64,12889.06
Arunachal Pradesh,Changlang,2016,0.0,13396.43
Arunachal Pradesh,Changlang,2018,-2.3303585,14897.1
Arunachal Pradesh,East Siang,2006,0.0,7098.091516
Arunachal Pradesh,East Siang,2014,-1.3466667,13081.6
Arunachal Pradesh,East Siang,2015,-0.67333335,12889.06
Arunachal Pradesh,East Siang,2016,0.0,13396.43
Arunachal Pradesh,East Siang,2018,-1.368235,14897.1
Arunachal Pradesh,Lohit,2005,0.14,6734.071033
Arunachal Pradesh,Lohit,2006,0.40000001,7098.091516
Arunachal Pradesh,Lohit,2009,9.7399998,9317.62297
Arunachal Pradesh,Lohit,2013,0.2,11226.44
Arunachal Pradesh,Lohit,2015,-0.68000001,12889.06
Arunachal Pradesh,Lohit,2016,0.0,13396.43
Arunachal Pradesh,Lohit,2018,-0.28631732,14897.1
Arunachal Pradesh,Lower Subansiri,2016,0.0,13396.43
Arunachal Pradesh,Papum Pare,2006,0.02,7098.091516
Arunachal Pradesh,Papum Pare,2008,0.68000001,8603.642793
Arunachal Pradesh,Papum Pare,2014,0.22,13081.6
Arunachal Pradesh,Papum Pare,2015,0.13333334,12889.06
Arunachal Pradesh,Papum Pare,2016,0.0,13396.43
Arunachal Pradesh,Papum Pare,2017,-0.22334133,13922.63
Arunachal Pradesh,Papum Pare,2018,-0.83749801,14897.1
Arunachal Pradesh,Tirap,2005,0.02,6734.071033
Arunachal Pradesh,Tirap,2007,0.23999999,7949.949532
Arunachal Pradesh,Tirap,2010,0.28,9720.172067
Arunachal Pradesh,Tirap,2013,0.37,11226.44
Arunachal Pradesh,Tirap,2015,-1.16,12889.06
Arunachal Pradesh,Tirap,2016,0.0,13396.43
Arunachal Pradesh,Tirap,2017,-0.21333334,13922.63
Arunachal Pradesh,Tirap,2018,-0.93230009,14897.1
Assam,Baksa,2005,0.20666666,93914.59854
Assam,Baksa,2006,0.31,98155.9187
Assam,Baksa,2007,0.83999997,102351.887
Assam,Baksa,2014,0.78000003,146425.387
Assam,Baksa,2015,-0.69999999,167628.666
Assam,Baksa,2016,0.0,179631.8965
Assam,Baksa,2018,0.41667295,204627.0585
Assam,Barpeta,2005,0.72999996,93914.59854
Assam,Barpeta,2006,1.02,98155.9187
Assam,Barpeta,2007,0.22,102351.887
Assam,Barpeta,2011,2.5,129354.12
Assam,Barpeta,2012,2.6800001,132517.6
Assam,Barpeta,2014,-0.18000001,146425.387
Assam,Barpeta,2015,0.43333331,167628.666
Assam,Barpeta,2016,0.0,179631.8965
Assam,Barpeta,2018,-0.045366213,204627.0585
Assam,Bongaigaon,2005,0.2,93914.59854
Assam,Bongaigaon,2006,0.73000002,98155.9187
Assam,Bongaigaon,2007,0.89199996,102351.887
Assam,Bongaigaon,2010,0.20999999,124268.4082
Assam,Bongaigaon,2012,0.84000003,132517.6
Assam,Bongaigaon,2013,0.1,138724.76
Assam,Bongaigaon,2014,0.004999997,146425.387
Assam,Bongaigaon,2015,0.56,167628.666
Assam,Bongaigaon,2016,0.0,179631.8965
Assam,Bongaigaon,2018,-0.29064253,204627.0585
Assam,Cachar,2006,0.0,98155.9187
Assam,Cachar,2011,1.42,129354.12
Assam,Cachar,2014,-2.266,146425.387
Assam,Cachar,2015,-1.015,167628.666
Assam,Cachar,2016,0.0,179631.8965
Assam,Cachar,2017,0.16571428,195262.2821
Assam,Cachar,2018,-2.0748661,204627.0585
Assam,Chirang,2006,0.54666668,98155.9187
Assam,Chirang,2015,-1.1666666,167628.666
Assam,Chirang,2016,0.0,179631.8965
Assam,Darrang,2005,2.79,93914.59854
Assam,Darrang,2006,0.95500004,98155.9187
Assam,Darrang,2007,1.5650001,102351.887
Assam,Darrang,2008,0.69000006,108448.3451
Assam,Darrang,2012,2.22,132517.6
Assam,Darrang,2014,0.12500001,146425.387
Assam,Darrang,2015,0.71333331,167628.666
Assam,Darrang,2016,0.0,179631.8965
Assam,Darrang,2018,-0.71757138,204627.0585
Assam,Dhemaji,2005,0.33333334,93914.59854
Assam,Dhemaji,2006,0.61500001,98155.9187
Assam,Dhemaji,2007,2.9400001,102351.887
Assam,Dhemaji,2008,1.1799999,108448.3451
Assam,Dhemaji,2009,0.62,118440.3321
Assam,Dhemaji,2010,0.28,124268.4082
Assam,Dhemaji,2013,0.28,138724.76
Assam,Dhemaji,2014,-2.2175,146425.387
Assam,Dhemaji,2015,-0.3475,167628.666
Assam,Dhemaji,2016,0.0,179631.8965
Assam,Dhemaji,2017,7.6199999,195262.2821
Assam,Dhemaji,2018,0.0,204627.0585
Assam,Dhubri,2005,0.29333332,93914.59854
Assam,Dhubri,2006,0.47365472,98155.9187
Assam,Dhubri,2007,0.824,102351.887
Assam,Dhubri,2010,0.45000002,124268.4082
Assam,Dhubri,2013,0.43000001,138724.76
Assam,Dhubri,2014,1.3199999,146425.387
Assam,Dhubri,2015,0.19500001,167628.666
Assam,Dhubri,2016,0.0,179631.8965
Assam,Dhubri,2018,-0.19265012,204627.0585
Assam,Dibrugarh,2005,0.33200002,93914.59854
Assam,Dibrugarh,2007,0.47999999,102351.887
Assam,Dibrugarh,2008,0.31,108448.3451
Assam,Dibrugarh,2010,0.80000001,124268.4082
Assam,Dibrugarh,2012,0.9666667,132517.6
Assam,Dibrugarh,2013,0.99199998,138724.76
Assam,Dibrugarh,2014,-0.36666667,146425.387
Assam,Dibrugarh,2016,0.0,179631.8965
Assam,Dibrugarh,2017,-1.03,195262.2821
Assam,Dibrugarh,2018,-3.0367022,204627.0585
Assam,Goalpara,2005,0.07333333,93914.59854
Assam,Goalpara,2006,0.12,98155.9187
Assam,Goalpara,2007,1.8666667,102351.887
Assam,Goalpara,2008,2.3199999,108448.3451
Assam,Goalpara,2009,4.6599998,118440.3321
Assam,Goalpara,2014,-1.1314286,146425.387
Assam,Goalpara,2015,0.41999999,167628.666
Assam,Goalpara,2016,0.0,179631.8965
Assam,Goalpara,2018,-0.46822402,204627.0585
Assam,Golaghat,2005,0.21000001,93914.59854
Assam,Golaghat,2006,8.6199999,98155.9187
Assam,Golaghat,2007,0.059999999,102351.887
Assam,Golaghat,2008,0.23999999,108448.3451
Assam,Golaghat,2011,2.6800001,129354.12
Assam,Golaghat,2012,2.78,132517.6
Assam,Golaghat,2013,0.75999999,138724.76
Assam,Golaghat,2014,-1.8,146425.387
Assam,Golaghat,2015,1.332,167628.666
Assam,Golaghat,2016,0.0,179631.8965
Assam,Golaghat,2018,-2.5904965,204627.0585
Assam,Hailakandi,2007,1.14,102351.887
Assam,Hailakandi,2015,-0.54000002,167628.666
Assam,Hailakandi,2016,0.0,179631.8965
Assam,Hailakandi,2017,1.2966666,195262.2821
Assam,Hailakandi,2018,-1.4559274,204627.0585
Assam,Jorhat,2006,0.60000002,98155.9187
Assam,Jorhat,2007,0.12,102351.887
Assam,Jorhat,2014,1.1899999,146425.387
Assam,Jorhat,2015,1.24,167628.666
Assam,Jorhat,2016,0.0,179631.8965
Assam,Jorhat,2018,-2.5229695,204627.0585
Assam,Kamrup Metropolitan,2005,0.40000001,93914.59854
Assam,Kamrup Metropolitan,2006,0.039999999,98155.9187
Assam,Kamrup Metropolitan,2007,0.18000001,102351.887
Assam,Kamrup Metropolitan,2008,0.75999999,108448.3451
Assam,Kamrup Metropolitan,2010,0.51999998,124268.4082
Assam,Kamrup Metropolitan,2014,-1.4875001,146425.387
Assam,Kamrup Metropolitan,2015,-1.4485714,167628.666
Assam,Kamrup Metropolitan,2016,0.0,179631.8965
Assam,Kamrup Metropolitan,2017,-2.73,195262.2821
Assam,Kamrup Metropolitan,2018,-1.2184283,204627.0585
Assam,Kamrup,2005,0.95599997,93914.59854
Assam,Kamrup,2006,1.04,98155.9187
Assam,Kamrup,2007,2.1559999,102351.887
Assam,Kamrup,2008,1.7550001,108448.3451
Assam,Kamrup,2009,0.039999999,118440.3321
Assam,Kamrup,2010,0.14999999,124268.4082
Assam,Kamrup,2011,0.68000001,129354.12
Assam,Kamrup,2012,0.63999999,132517.6
Assam,Kamrup,2013,0.49333334,138724.76
Assam,Kamrup,2014,-0.87111109,146425.387
Assam,Kamrup,2015,1.22,167628.666
Assam,Kamrup,2016,0.0,179631.8965
Assam,Kamrup,2018,-1.5104682,204627.0585
Assam,Karbi Anglong,2005,0.65000004,93914.59854
Assam,Karbi Anglong,2006,3.5450001,98155.9187
Assam,Karbi Anglong,2007,0.43333334,102351.887
Assam,Karbi Anglong,2008,6.2349997,108448.3451
Assam,Karbi Anglong,2009,0.40000001,118440.3321
Assam,Karbi Anglong,2011,1.8000001,129354.12
Assam,Karbi Anglong,2012,1.22,132517.6
Assam,Karbi Anglong,2014,-0.24235293,146425.387
Assam,Karbi Anglong,2015,0.602,167628.666
Assam,Karbi Anglong,2016,0.0,179631.8965
Assam,Karbi Anglong,2017,5.2121067,195262.2821
Assam,Karbi Anglong,2018,-1.9422753,204627.0585
Assam,Karimganj,2007,0.18000001,102351.887
Assam,Karimganj,2008,0.18000001,108448.3451
Assam,Karimganj,2009,0.64999998,118440.3321
Assam,Karimganj,2010,0.14,124268.4082
Assam,Karimganj,2013,0.14,138724.76
Assam,Karimganj,2014,-1.5,146425.387
Assam,Karimganj,2015,-0.90799999,167628.666
Assam,Karimganj,2017,0.29333332,195262.2821
Assam,Karimganj,2018,-3.3697867,204627.0585
Assam,Kokrajhar,2005,0.02,93914.59854
Assam,Kokrajhar,2006,0.34999999,98155.9187
Assam,Kokrajhar,2007,0.27000001,102351.887
Assam,Kokrajhar,2014,-0.55000001,146425.387
Assam,Kokrajhar,2015,-1.1,167628.666
Assam,Kokrajhar,2016,0.0,179631.8965
Assam,Lakhimpur,2005,0.60666668,93914.59854
Assam,Lakhimpur,2006,0.25,98155.9187
Assam,Lakhimpur,2008,0.5,108448.3451
Assam,Lakhimpur,2009,0.97000003,118440.3321
Assam,Lakhimpur,2010,0.36000001,124268.4082
Assam,Lakhimpur,2013,0.25999999,138724.76
Assam,Lakhimpur,2014,-0.64769232,146425.387
Assam,Lakhimpur,2015,0.75199997,167628.666
Assam,Lakhimpur,2016,0.0,179631.8965
Assam,Lakhimpur,2017,-0.99773532,195262.2821
Assam,Lakhimpur,2018,-0.053881582,204627.0585
Assam,Marigaon,2005,0.18000001,93914.59854
Assam,Marigaon,2006,0.60000002,98155.9187
Assam,Marigaon,2007,0.36666667,102351.887
Assam,Marigaon,2008,0.47999999,108448.3451
Assam,Marigaon,2010,0.89999998,124268.4082
Assam,Marigaon,2013,0.88,138724.76
Assam,Marigaon,2014,-0.61199999,146425.387
Assam,Marigaon,2015,0.51999998,167628.666
Assam,Marigaon,2016,0.0,179631.8965
Assam,Marigaon,2017,1.7622356,195262.2821
Assam,Marigaon,2018,-3.6720576,204627.0585
Assam,Nagaon,2005,0.61500001,93914.59854
Assam,Nagaon,2006,0.54666668,98155.9187
Assam,Nagaon,2007,1.152,102351.887
Assam,Nagaon,2008,1.0600001,108448.3451
Assam,Nagaon,2009,1.906,118440.3321
Assam,Nagaon,2010,1.25,124268.4082
Assam,Nagaon,2011,0.63,129354.12
Assam,Nagaon,2012,0.76999998,132517.6
Assam,Nagaon,2013,0.22,138724.76
Assam,Nagaon,2014,0.22923075,146425.387
Assam,Nagaon,2015,-0.85263157,167628.666
Assam,Nagaon,2016,0.0,179631.8965
Assam,Nagaon,2017,1.3990105,195262.2821
Assam,Nagaon,2018,-2.0565562,204627.0585
Assam,Nalbari,2005,2.6199999,93914.59854
Assam,Nalbari,2006,2.6600001,98155.9187
Assam,Nalbari,2007,0.54000002,102351.887
Assam,Nalbari,2008,2.0599999,108448.3451
Assam,Nalbari,2012,1.66,132517.6
Assam,Nalbari,2015,2.0,167628.666
Assam,Nalbari,2016,0.0,179631.8965
Assam,Nalbari,2018,-0.14703436,204627.0585
Assam,Sivasagar,2005,0.039999999,93914.59854
Assam,Sivasagar,2006,1.1900001,98155.9187
Assam,Sivasagar,2007,0.32571429,102351.887
Assam,Sivasagar,2010,1.0,124268.4082
Assam,Sivasagar,2013,1.0,138724.76
Assam,Sivasagar,2014,-0.91499996,146425.387
Assam,Sivasagar,2015,-0.62333339,167628.666
Assam,Sivasagar,2016,0.0,179631.8965
Assam,Sonitpur,2005,0.56666666,93914.59854
Assam,Sonitpur,2006,0.16,98155.9187
Assam,Sonitpur,2008,1.8100001,108448.3451
Assam,Sonitpur,2009,2.7133334,118440.3321
Assam,Sonitpur,2014,-3.02,146425.387
Assam,Sonitpur,2015,-0.16909091,167628.666
Assam,Sonitpur,2016,0.0,179631.8965
Assam,Sonitpur,2017,-1.1446154,195262.2821
Assam,Sonitpur,2018,0.0,204627.0585
Assam,Tinsukia,2005,0.22,93914.59854
Assam,Tinsukia,2007,1.4466666,102351.887
Assam,Tinsukia,2008,0.22,108448.3451
Assam,Tinsukia,2009,0.039999999,118440.3321
Assam,Tinsukia,2010,0.59333336,124268.4082
Assam,Tinsukia,2012,0.51999998,132517.6
Assam,Tinsukia,2013,1.3066667,138724.76
Assam,Tinsukia,2014,-3.4085712,146425.387
Assam,Tinsukia,2016,0.0,179631.8965
Assam,Tinsukia,2017,-2.5279999,195262.2821
Assam,Tinsukia,2018,-3.0073349,204627.0585
Assam,Udalguri,2005,0.14666666,93914.59854
Assam,Udalguri,2006,1.1440001,98155.9187
Assam,Udalguri,2007,1.4466666,102351.887
Assam,Udalguri,2008,0.44666666,108448.3451
Assam,Udalguri,2014,-0.15199998,146425.387
Assam,Udalguri,2015,-0.47111112,167628.666
Assam,Udalguri,2016,0.0,179631.8965
Assam,Udalguri,2018,-0.72540426,204627.0585
Bihar,Araria,2007,0.38,148922.2741
Bihar,Araria,2008,0.81,171625.4705
Bihar,Araria,2011,2.4000001,228497.4445
Bihar,Araria,2013,1.87,246914.742
Bihar,Arwal,2001,1.67,104271.4312
Bihar,Arwal,2005,2.2,120702.7833
Bihar,Arwal,2007,1.1896966,148922.2741
Bihar,Arwal,2008,1.8200001,171625.4705
Bihar,Arwal,2010,5.4099998,207295.1926
Bihar,Arwal,2011,2.335,228497.4445
Bihar,Arwal,2012,2.5,236932.5512
Bihar,Arwal,2013,1.7333333,246914.742
Bihar,Aurangabad,2000,4.1079998,110614.8384
Bihar,Aurangabad,2005,5.6657143,120702.7833
Bihar,Aurangabad,2009,5.6900001,179834.9466
Bihar,Aurangabad,2010,3.1699998,207295.1926
Bihar,Aurangabad,2011,3.1600001,228497.4445
Bihar,Aurangabad,2016,-10.548235,289264.8743
