state,district,year,residualsodiumcarbonate,gdp
Madhya Pradesh,Guna,2014,-1.5354545,339246.9
Madhya Pradesh,Guna,2015,-3.1099999,370715.67
Madhya Pradesh,Guna,2017,-3.6347826,441956.43
Madhya Pradesh,Guna,2018,-2.1421053,482361.02
Madhya Pradesh,Gwalior,2000,2.6900001,142623.6374
Madhya Pradesh,Gwalior,2001,6.4333334,152826.3021
Madhya Pradesh,Gwalior,2002,3.6514285,144856.4718
Madhya Pradesh,Gwalior,2004,2.7519999,166392.1069
Madhya Pradesh,Gwalior,2005,1.3766667,174775.7442
Madhya Pradesh,Gwalior,2006,1.6,190707.9784
Madhya Pradesh,Gwalior,2007,1.7214285,199720.2561
Madhya Pradesh,Gwalior,2008,5.9885716,224970.9801
Madhya Pradesh,Gwalior,2009,1.7,246296.5722
Madhya Pradesh,Gwalior,2010,2.0599999,259230.1691
Madhya Pradesh,Gwalior,2011,1.7971429,282371.04
Madhya Pradesh,Gwalior,2012,2.5266666,306853.34
Madhya Pradesh,Gwalior,2013,4.836,322597.6
Madhya Pradesh,Gwalior,2014,-1.1455555,339246.9
Madhya Pradesh,Gwalior,2015,-4.3427272,370715.67
Madhya Pradesh,Gwalior,2017,-0.076190494,441956.43
Madhya Pradesh,Gwalior,2018,-0.9532038,482361.02
Madhya Pradesh,Harda,2000,4.6799998,142623.6374
Madhya Pradesh,Harda,2001,5.2485714,152826.3021
Madhya Pradesh,Harda,2002,4.1666665,144856.4718
Madhya Pradesh,Harda,2004,3.26,166392.1069
Madhya Pradesh,Harda,2005,6.4000001,174775.7442
Madhya Pradesh,Harda,2006,7.895,190707.9784
Madhya Pradesh,Harda,2007,2.3,199720.2561
Madhya Pradesh,Harda,2008,2.1800001,224970.9801
Madhya Pradesh,Harda,2009,4.4088888,246296.5722
Madhya Pradesh,Harda,2010,4.3133335,259230.1691
Madhya Pradesh,Harda,2011,5.9866667,282371.04
Madhya Pradesh,Harda,2012,12.0,306853.34
Madhya Pradesh,Harda,2013,5.1333332,322597.6
Madhya Pradesh,Harda,2014,1.3649999,339246.9
Madhya Pradesh,Harda,2017,1.3366666,441956.43
Madhya Pradesh,Harda,2018,2.6381817,482361.02
Madhya Pradesh,Hoshangabad,2000,4.1633334,142623.6374
Madhya Pradesh,Hoshangabad,2001,4.2333336,152826.3021
Madhya Pradesh,Hoshangabad,2002,3.0527272,144856.4718
Madhya Pradesh,Hoshangabad,2004,3.1685715,166392.1069
Madhya Pradesh,Hoshangabad,2005,1.992,174775.7442
Madhya Pradesh,Hoshangabad,2007,3.0254545,199720.2561
Madhya Pradesh,Hoshangabad,2009,1.87375,246296.5722
Madhya Pradesh,Hoshangabad,2010,2.1399999,259230.1691
Madhya Pradesh,Hoshangabad,2011,3.34375,282371.04
Madhya Pradesh,Hoshangabad,2012,1.0,306853.34
Madhya Pradesh,Hoshangabad,2013,2.5,322597.6
Madhya Pradesh,Hoshangabad,2014,-1.6961905,339246.9
Madhya Pradesh,Hoshangabad,2017,0.82315791,441956.43
Madhya Pradesh,Hoshangabad,2018,-2.4588888,482361.02
Madhya Pradesh,Indore,2000,1.3299999,142623.6374
Madhya Pradesh,Indore,2002,2.46,144856.4718
Madhya Pradesh,Indore,2004,2.29,166392.1069
Madhya Pradesh,Indore,2006,0.60000002,190707.9784
Madhya Pradesh,Indore,2009,2.3766668,246296.5722
Madhya Pradesh,Indore,2013,1.0,322597.6
Madhya Pradesh,Indore,2014,-6.8325,339246.9
Madhya Pradesh,Indore,2015,-8.1999998,370715.67
Madhya Pradesh,Indore,2017,-3.2418182,441956.43
Madhya Pradesh,Indore,2018,-7.4872727,482361.02
Madhya Pradesh,Jabalpur,2000,1.575,142623.6374
Madhya Pradesh,Jabalpur,2001,2.454,152826.3021
Madhya Pradesh,Jabalpur,2002,1.076,144856.4718
Madhya Pradesh,Jabalpur,2004,1.38,166392.1069
Madhya Pradesh,Jabalpur,2005,3.5999999,174775.7442
Madhya Pradesh,Jabalpur,2007,3.1849999,199720.2561
Madhya Pradesh,Jabalpur,2009,2.5266666,246296.5722
Madhya Pradesh,Jabalpur,2010,2.330909,259230.1691
Madhya Pradesh,Jabalpur,2011,2.8266666,282371.04
Madhya Pradesh,Jabalpur,2012,1.2,306853.34
Madhya Pradesh,Jabalpur,2013,1.5599999,322597.6
Madhya Pradesh,Jabalpur,2014,-4.0258822,339246.9
Madhya Pradesh,Jabalpur,2015,-1.4647059,370715.67
Madhya Pradesh,Jabalpur,2017,-1.8458065,441956.43
Madhya Pradesh,Jabalpur,2018,-1.2646154,482361.02
Madhya Pradesh,Jhabua,2000,0.80000001,142623.6374
Madhya Pradesh,Jhabua,2001,3.1533334,152826.3021
Madhya Pradesh,Jhabua,2002,0.56,144856.4718
Madhya Pradesh,Jhabua,2004,5.4000001,166392.1069
Madhya Pradesh,Jhabua,2006,2.0466666,190707.9784
Madhya Pradesh,Jhabua,2007,2.9950001,199720.2561
Madhya Pradesh,Jhabua,2008,4.4000001,224970.9801
Madhya Pradesh,Jhabua,2009,2.3,246296.5722
Madhya Pradesh,Jhabua,2010,0.38,259230.1691
Madhya Pradesh,Jhabua,2011,2.4849999,282371.04
Madhya Pradesh,Jhabua,2012,2.0699999,306853.34
Madhya Pradesh,Jhabua,2013,1.3199999,322597.6
Madhya Pradesh,Jhabua,2014,-2.46,339246.9
Madhya Pradesh,Jhabua,2015,-0.384,370715.67
Madhya Pradesh,Jhabua,2018,-1.8704542,482361.02
Madhya Pradesh,Katni,2000,2.4166667,142623.6374
Madhya Pradesh,Katni,2001,2.1314287,152826.3021
Madhya Pradesh,Katni,2002,0.55000001,144856.4718
Madhya Pradesh,Katni,2006,1.78,190707.9784
Madhya Pradesh,Katni,2007,1.78,199720.2561
Madhya Pradesh,Katni,2009,0.5933333,246296.5722
Madhya Pradesh,Katni,2010,2.2,259230.1691
Madhya Pradesh,Katni,2011,2.51,282371.04
Madhya Pradesh,Katni,2014,-3.6612501,339246.9
Madhya Pradesh,Katni,2015,-2.2706666,370715.67
Madhya Pradesh,Katni,2017,-2.5333333,441956.43
Madhya Pradesh,Katni,2018,-3.1057143,482361.02
Madhya Pradesh,Khargone,2001,0.98000002,152826.3021
Madhya Pradesh,Khargone,2002,0.16,144856.4718
Madhya Pradesh,Khargone,2007,0.38,199720.2561
Madhya Pradesh,Khargone,2014,-4.1999998,339246.9
Madhya Pradesh,Khargone,2015,-1.0,370715.67
Madhya Pradesh,Khargone,2017,-0.5,441956.43
Madhya Pradesh,Khargone,2018,-0.51999998,482361.02
Madhya Pradesh,Mandla,2001,1.204,152826.3021
Madhya Pradesh,Mandla,2002,0.76666665,144856.4718
Madhya Pradesh,Mandla,2007,1.2523077,199720.2561
Madhya Pradesh,Mandla,2008,3.4099998,224970.9801
Madhya Pradesh,Mandla,2009,1.6900001,246296.5722
Madhya Pradesh,Mandla,2010,2.2285714,259230.1691
Madhya Pradesh,Mandla,2011,2.99,282371.04
Madhya Pradesh,Mandla,2012,1.205,306853.34
Madhya Pradesh,Mandla,2013,2.3333333,322597.6
Madhya Pradesh,Mandla,2014,-3.9129033,339246.9
Madhya Pradesh,Mandla,2015,-0.7841379,370715.67
Madhya Pradesh,Mandla,2017,-0.8664,441956.43
Madhya Pradesh,Mandla,2018,-2.0918434,482361.02
Madhya Pradesh,Mandsaur,2000,5.0533333,142623.6374
Madhya Pradesh,Mandsaur,2001,5.5999999,152826.3021
Madhya Pradesh,Mandsaur,2002,2.5800002,144856.4718
Madhya Pradesh,Mandsaur,2004,5.9700003,166392.1069
Madhya Pradesh,Mandsaur,2005,1.6,174775.7442
Madhya Pradesh,Mandsaur,2007,1.5480001,199720.2561
Madhya Pradesh,Mandsaur,2008,1.5999999,224970.9801
Madhya Pradesh,Mandsaur,2009,3.6400001,246296.5722
Madhya Pradesh,Mandsaur,2010,2.744,259230.1691
Madhya Pradesh,Mandsaur,2011,2.4666667,282371.04
Madhya Pradesh,Mandsaur,2012,3.6949999,306853.34
Madhya Pradesh,Mandsaur,2014,-6.2918181,339246.9
Madhya Pradesh,Mandsaur,2015,-6.6354547,370715.67
Madhya Pradesh,Mandsaur,2017,-4.5857143,441956.43
Madhya Pradesh,Mandsaur,2018,-7.909524,482361.02
Madhya Pradesh,Morena,2000,9.3133335,142623.6374
Madhya Pradesh,Morena,2001,5.2636361,152826.3021
Madhya Pradesh,Morena,2002,9.3327274,144856.4718
Madhya Pradesh,Morena,2004,6.3216667,166392.1069
Madhya Pradesh,Morena,2005,4.2975001,174775.7442
Madhya Pradesh,Morena,2006,3.9044445,190707.9784
Madhya Pradesh,Morena,2007,5.7490907,199720.2561
Madhya Pradesh,Morena,2008,9.623333,224970.9801
Madhya Pradesh,Morena,2009,2.2320001,246296.5722
Madhya Pradesh,Morena,2010,2.55,259230.1691
Madhya Pradesh,Morena,2011,5.3450003,282371.04
Madhya Pradesh,Morena,2012,4.9222221,306853.34
Madhya Pradesh,Morena,2013,2.6039999,322597.6
Madhya Pradesh,Morena,2014,5.5472727,339246.9
Madhya Pradesh,Morena,2015,1.4784615,370715.67
Madhya Pradesh,Morena,2017,2.7571428,441956.43
Madhya Pradesh,Morena,2018,0.73571432,482361.02
Madhya Pradesh,Narsimhapur,2000,2.1533332,142623.6374
Madhya Pradesh,Narsimhapur,2001,2.6719999,152826.3021
Madhya Pradesh,Narsimhapur,2002,2.6949999,144856.4718
Madhya Pradesh,Narsimhapur,2004,1.5857143,166392.1069
Madhya Pradesh,Narsimhapur,2005,1.785,174775.7442
Madhya Pradesh,Narsimhapur,2007,3.608,199720.2561
Madhya Pradesh,Narsimhapur,2008,4.436923,224970.9801
Madhya Pradesh,Narsimhapur,2009,4.0981817,246296.5722
Madhya Pradesh,Narsimhapur,2010,3.756,259230.1691
Madhya Pradesh,Narsimhapur,2011,4.3666668,282371.04
Madhya Pradesh,Narsimhapur,2012,4.2128572,306853.34
Madhya Pradesh,Narsimhapur,2013,1.605,322597.6
Madhya Pradesh,Narsimhapur,2014,-2.61625,339246.9
Madhya Pradesh,Narsimhapur,2015,0.23200002,370715.67
Madhya Pradesh,Narsimhapur,2017,0.86222219,441956.43
Madhya Pradesh,Narsimhapur,2018,0.12000001,482361.02
Madhya Pradesh,Narsinghpur,2004,6.5799999,166392.1069
Madhya Pradesh,Narsinghpur,2005,0.41999999,174775.7442
Madhya Pradesh,Narsinghpur,2007,2.1800001,199720.2561
Madhya Pradesh,Narsinghpur,2009,1.1799999,246296.5722
Madhya Pradesh,Narsinghpur,2010,0.40000001,259230.1691
Madhya Pradesh,Narsinghpur,2012,0.54000002,306853.34
Madhya Pradesh,Narsinghpur,2014,-14.8,339246.9
Madhya Pradesh,Narsinghpur,2015,-4.0,370715.67
Madhya Pradesh,Narsinghpur,2017,6.1999998,441956.43
Madhya Pradesh,Narsinghpur,2018,-7.0999999,482361.02
Madhya Pradesh,Neemuch,2000,3.0650001,142623.6374
Madhya Pradesh,Neemuch,2001,3.0,152826.3021
Madhya Pradesh,Neemuch,2002,1.7714286,144856.4718
Madhya Pradesh,Neemuch,2004,15.672,166392.1069
Madhya Pradesh,Neemuch,2005,2.1933334,174775.7442
Madhya Pradesh,Neemuch,2007,7.3200002,199720.2561
Madhya Pradesh,Neemuch,2008,6.5960002,224970.9801
Madhya Pradesh,Neemuch,2009,2.8,246296.5722
Madhya Pradesh,Neemuch,2010,4.0028572,259230.1691
Madhya Pradesh,Neemuch,2012,4.182857,306853.34
Madhya Pradesh,Neemuch,2013,5.0,322597.6
Madhya Pradesh,Neemuch,2014,-10.787272,339246.9
Madhya Pradesh,Neemuch,2015,-7.0527272,370715.67
Madhya Pradesh,Neemuch,2017,-10.936363,441956.43
Madhya Pradesh,Neemuch,2018,-5.449091,482361.02
Madhya Pradesh,Panna,2000,2.3366666,142623.6374
Madhya Pradesh,Panna,2001,1.4000001,152826.3021
Madhya Pradesh,Panna,2002,1.22,144856.4718
Madhya Pradesh,Panna,2004,0.70000005,166392.1069
Madhya Pradesh,Panna,2005,1.0,174775.7442
Madhya Pradesh,Panna,2007,1.51,199720.2561
Madhya Pradesh,Panna,2009,1.3933333,246296.5722
Madhya Pradesh,Panna,2010,1.6,259230.1691
Madhya Pradesh,Panna,2011,1.4,282371.04
Madhya Pradesh,Panna,2012,0.23,306853.34
Madhya Pradesh,Panna,2013,2.4749999,322597.6
Madhya Pradesh,Panna,2014,-1.2633333,339246.9
Madhya Pradesh,Panna,2015,-4.1582608,370715.67
Madhya Pradesh,Panna,2017,-2.5144,441956.43
Madhya Pradesh,Panna,2018,-0.98166668,482361.02
Madhya Pradesh,Raisen,2000,1.9333334,142623.6374
Madhya Pradesh,Raisen,2001,7.5266666,152826.3021
Madhya Pradesh,Raisen,2002,4.9400001,144856.4718
Madhya Pradesh,Raisen,2004,5.3900003,166392.1069
Madhya Pradesh,Raisen,2005,1.9675,174775.7442
Madhya Pradesh,Raisen,2006,3.7866666,190707.9784
Madhya Pradesh,Raisen,2007,4.3800001,199720.2561
Madhya Pradesh,Raisen,2008,0.99199998,224970.9801
Madhya Pradesh,Raisen,2009,3.2759998,246296.5722
Madhya Pradesh,Raisen,2010,0.86666667,259230.1691
Madhya Pradesh,Raisen,2011,2.1800001,282371.04
Madhya Pradesh,Raisen,2012,2.164,306853.34
Madhya Pradesh,Raisen,2013,2.8,322597.6
Madhya Pradesh,Raisen,2014,-2.5544,339246.9
Madhya Pradesh,Raisen,2017,-1.785926,441956.43
Madhya Pradesh,Raisen,2018,-2.3543999,482361.02
Madhya Pradesh,Rajgarh,2000,6.1399999,142623.6374
Madhya Pradesh,Rajgarh,2001,3.52,152826.3021
Madhya Pradesh,Rajgarh,2002,2.092,144856.4718
Madhya Pradesh,Rajgarh,2004,2.5066667,166392.1069
Madhya Pradesh,Rajgarh,2005,2.1560001,174775.7442
Madhya Pradesh,Rajgarh,2006,3.72,190707.9784
Madhya Pradesh,Rajgarh,2007,5.1500001,199720.2561
Madhya Pradesh,Rajgarh,2008,1.9,224970.9801
Madhya Pradesh,Rajgarh,2009,1.796,246296.5722
Madhya Pradesh,Rajgarh,2010,2.345,259230.1691
Madhya Pradesh,Rajgarh,2011,2.1400001,282371.04
Madhya Pradesh,Rajgarh,2012,2.0600002,306853.34
Madhya Pradesh,Rajgarh,2013,3.5999999,322597.6
Madhya Pradesh,Rajgarh,2014,-6.0023527,339246.9
Madhya Pradesh,Rajgarh,2017,-4.0050001,441956.43
Madhya Pradesh,Rajgarh,2018,-4.7773333,482361.02
Madhya Pradesh,Ratlam,2000,4.5799999,142623.6374
Madhya Pradesh,Ratlam,2001,4.145,152826.3021
Madhya Pradesh,Ratlam,2002,3.332,144856.4718
Madhya Pradesh,Ratlam,2004,4.21,166392.1069
Madhya Pradesh,Ratlam,2005,2.4266667,174775.7442
Madhya Pradesh,Ratlam,2006,5.6066666,190707.9784
Madhya Pradesh,Ratlam,2007,2.2709091,199720.2561
Madhya Pradesh,Ratlam,2008,5.1550002,224970.9801
Madhya Pradesh,Ratlam,2009,3.5545454,246296.5722
Madhya Pradesh,Ratlam,2010,3.2360001,259230.1691
Madhya Pradesh,Ratlam,2012,2.4974999,306853.34
Madhya Pradesh,Ratlam,2013,1.7,322597.6
Madhya Pradesh,Ratlam,2014,-4.6783333,339246.9
Madhya Pradesh,Ratlam,2015,-3.0383332,370715.67
Madhya Pradesh,Ratlam,2017,-4.9094114,441956.43
Madhya Pradesh,Ratlam,2018,-0.49186283,482361.02
Madhya Pradesh,Rewa,2001,1.9580001,152826.3021
Madhya Pradesh,Rewa,2002,1.5542856,144856.4718
Madhya Pradesh,Rewa,2004,1.704,166392.1069
Madhya Pradesh,Rewa,2005,1.92,174775.7442
Madhya Pradesh,Rewa,2006,1.0,190707.9784
Madhya Pradesh,Rewa,2007,1.8723246,199720.2561
Madhya Pradesh,Rewa,2008,1.8399999,224970.9801
Madhya Pradesh,Rewa,2009,2.1900001,246296.5722
Madhya Pradesh,Rewa,2010,0.40000001,259230.1691
Madhya Pradesh,Rewa,2011,1.6720001,282371.04
Madhya Pradesh,Rewa,2012,1.895,306853.34
Madhya Pradesh,Rewa,2013,1.8759999,322597.6
Madhya Pradesh,Rewa,2014,-7.7386208,339246.9
Madhya Pradesh,Rewa,2015,-5.8239999,370715.67
Madhya Pradesh,Rewa,2017,-9.1155558,441956.43
Madhya Pradesh,Rewa,2018,-8.9606886,482361.02
Madhya Pradesh,Sagar,2000,1.6727273,142623.6374
Madhya Pradesh,Sagar,2001,0.90499997,152826.3021
Madhya Pradesh,Sagar,2002,1.04,144856.4718
Madhya Pradesh,Sagar,2004,1.99,166392.1069
Madhya Pradesh,Sagar,2005,2.0066667,174775.7442
Madhya Pradesh,Sagar,2006,2.4000001,190707.9784
Madhya Pradesh,Sagar,2007,1.126,199720.2561
Madhya Pradesh,Sagar,2008,1.1133333,224970.9801
Madhya Pradesh,Sagar,2009,1.8280001,246296.5722
Madhya Pradesh,Sagar,2010,1.1733334,259230.1691
Madhya Pradesh,Sagar,2011,1.9688889,282371.04
Madhya Pradesh,Sagar,2012,2.46,306853.34
Madhya Pradesh,Sagar,2013,2.5320001,322597.6
Madhya Pradesh,Sagar,2014,-4.2206669,339246.9
Madhya Pradesh,Sagar,2015,-5.9043751,370715.67
Madhya Pradesh,Sagar,2017,-3.9092681,441956.43
Madhya Pradesh,Sagar,2018,-2.0762501,482361.02
Madhya Pradesh,Satna,2001,2.0725,152826.3021
Madhya Pradesh,Satna,2002,1.9288889,144856.4718
Madhya Pradesh,Satna,2004,2.4022222,166392.1069
Madhya Pradesh,Satna,2005,0.80000001,174775.7442
Madhya Pradesh,Satna,2007,1.5561295,199720.2561
Madhya Pradesh,Satna,2008,3.615,224970.9801
Madhya Pradesh,Satna,2009,1.476,246296.5722
Madhya Pradesh,Satna,2010,0.685,259230.1691
Madhya Pradesh,Satna,2011,1.3000001,282371.04
Madhya Pradesh,Satna,2012,3.26,306853.34
Madhya Pradesh,Satna,2013,1.16,322597.6
Madhya Pradesh,Satna,2014,-4.8039999,339246.9
Madhya Pradesh,Satna,2015,-4.9709091,370715.67
Madhya Pradesh,Satna,2017,-4.7643242,441956.43
Madhya Pradesh,Satna,2018,-2.8624315,482361.02
Madhya Pradesh,Sehore,2000,4.9914284,142623.6374
Madhya Pradesh,Sehore,2001,2.9366665,152826.3021
Madhya Pradesh,Sehore,2002,2.0799999,144856.4718
Madhya Pradesh,Sehore,2004,3.3199999,166392.1069
Madhya Pradesh,Sehore,2005,2.8,174775.7442
Madhya Pradesh,Sehore,2006,1.64,190707.9784
Madhya Pradesh,Sehore,2007,3.244,199720.2561
Madhya Pradesh,Sehore,2008,3.6400001,224970.9801
Madhya Pradesh,Sehore,2009,3.4533334,246296.5722
Madhya Pradesh,Sehore,2010,3.2,259230.1691
Madhya Pradesh,Sehore,2011,3.78,282371.04
Madhya Pradesh,Sehore,2012,2.0050001,306853.34
Madhya Pradesh,Sehore,2013,2.5999999,322597.6
Madhya Pradesh,Sehore,2014,-4.0682354,339246.9
Madhya Pradesh,Sehore,2015,-1.4,370715.67
Madhya Pradesh,Sehore,2017,-2.589,441956.43
Madhya Pradesh,Sehore,2018,-4.8788238,482361.02
Madhya Pradesh,Seoni,2001,3.2639999,152826.3021
Madhya Pradesh,Seoni,2002,1.388,144856.4718
Madhya Pradesh,Seoni,2004,1.7511111,166392.1069
Madhya Pradesh,Seoni,2005,0.99000001,174775.7442
Madhya Pradesh,Seoni,2007,0.89333332,199720.2561
Madhya Pradesh,Seoni,2008,1.16,224970.9801
Madhya Pradesh,Seoni,2009,1.6455556,246296.5722
Madhya Pradesh,Seoni,2010,1.0875,259230.1691
Madhya Pradesh,Seoni,2011,1.6224999,282371.04
Madhya Pradesh,Seoni,2012,1.8157142,306853.34
Madhya Pradesh,Seoni,2013,0.66666669,322597.6
Madhya Pradesh,Seoni,2014,-4.5419049,339246.9
Madhya Pradesh,Seoni,2017,-2.2138095,441956.43
Madhya Pradesh,Seoni,2018,-1.1250024,482361.02
Madhya Pradesh,Shahdol,2001,1.95,152826.3021
Madhya Pradesh,Shahdol,2002,0.78999996,144856.4718
Madhya Pradesh,Shahdol,2006,0.2,190707.9784
Madhya Pradesh,Shahdol,2008,1.38,224970.9801
Madhya Pradesh,Shahdol,2009,0.65999997,246296.5722
Madhya Pradesh,Shahdol,2010,4.1999998,259230.1691
Madhya Pradesh,Shahdol,2011,1.3560001,282371.04
Madhya Pradesh,Shahdol,2013,0.40000001,322597.6
Madhya Pradesh,Shahdol,2014,-2.5047619,339246.9
Madhya Pradesh,Shahdol,2015,-1.564,370715.67
Madhya Pradesh,Shahdol,2017,-3.2875862,441956.43
Madhya Pradesh,Shahdol,2018,-1.1419047,482361.02
Madhya Pradesh,Shajapur,2000,9.1400003,142623.6374
Madhya Pradesh,Shajapur,2001,2.5599999,152826.3021
Madhya Pradesh,Shajapur,2002,5.1149998,144856.4718
Madhya Pradesh,Shajapur,2004,2.95,166392.1069
Madhya Pradesh,Shajapur,2005,1.48,174775.7442
Madhya Pradesh,Shajapur,2007,1.0500001,199720.2561
Madhya Pradesh,Shajapur,2008,1.79,224970.9801
Madhya Pradesh,Shajapur,2009,1.8633333,246296.5722
Madhya Pradesh,Shajapur,2010,2.8,259230.1691
Madhya Pradesh,Shajapur,2011,0.40000001,282371.04
Madhya Pradesh,Shajapur,2013,3.4000001,322597.6
Madhya Pradesh,Shajapur,2014,-4.1231999,339246.9
Madhya Pradesh,Shajapur,2015,-2.9216001,370715.67
Madhya Pradesh,Shajapur,2017,-4.6147828,441956.43
Madhya Pradesh,Shajapur,2018,-5.6743999,482361.02
Madhya Pradesh,Sheopur,2000,2.24,142623.6374
Madhya Pradesh,Sheopur,2001,3.9400001,152826.3021
Madhya Pradesh,Sheopur,2002,0.56,144856.4718
Madhya Pradesh,Sheopur,2004,3.8800001,166392.1069
Madhya Pradesh,Sheopur,2005,1.5599999,174775.7442
Madhya Pradesh,Sheopur,2006,0.29000002,190707.9784
Madhya Pradesh,Sheopur,2007,1.908,199720.2561
Madhya Pradesh,Sheopur,2008,3.5933332,224970.9801
Madhya Pradesh,Sheopur,2009,1.02,246296.5722
Madhya Pradesh,Sheopur,2010,1.1266667,259230.1691
Madhya Pradesh,Sheopur,2011,4.0,282371.04
Madhya Pradesh,Sheopur,2012,0.34,306853.34
Madhya Pradesh,Sheopur,2013,2.5999999,322597.6
Madhya Pradesh,Sheopur,2014,-2.24,339246.9
Madhya Pradesh,Sheopur,2015,-4.5,370715.67
Madhya Pradesh,Sheopur,2017,-4.5700002,441956.43
Madhya Pradesh,Sheopur,2018,-0.55222219,482361.02
Madhya Pradesh,Shivpuri,2000,2.011111,142623.6374
Madhya Pradesh,Shivpuri,2001,1.5,152826.3021
Madhya Pradesh,Shivpuri,2002,1.6418182,144856.4718
Madhya Pradesh,Shivpuri,2004,2.9781818,166392.1069
Madhya Pradesh,Shivpuri,2005,0.95599997,174775.7442
Madhya Pradesh,Shivpuri,2007,4.2319999,199720.2561
Madhya Pradesh,Shivpuri,2008,2.22,224970.9801
Madhya Pradesh,Shivpuri,2009,6.7999997,246296.5722
Madhya Pradesh,Shivpuri,2010,5.645,259230.1691
Madhya Pradesh,Shivpuri,2011,2.5900002,282371.04
Madhya Pradesh,Shivpuri,2012,3.6666665,306853.34
Madhya Pradesh,Shivpuri,2013,4.4000001,322597.6
Madhya Pradesh,Shivpuri,2014,-5.5693336,339246.9
Madhya Pradesh,Shivpuri,2015,-2.6600001,370715.67
Madhya Pradesh,Shivpuri,2017,-3.2477419,441956.43
Madhya Pradesh,Shivpuri,2018,-3.5213332,482361.02
Madhya Pradesh,Sidhi,2001,1.466,152826.3021
Madhya Pradesh,Sidhi,2002,1.835,144856.4718
Madhya Pradesh,Sidhi,2004,1.73,166392.1069
Madhya Pradesh,Sidhi,2006,1.5822222,190707.9784
Madhya Pradesh,Sidhi,2007,3.3150001,199720.2561
Madhya Pradesh,Sidhi,2008,0.18000001,224970.9801
Madhya Pradesh,Sidhi,2009,1.3244445,246296.5722
Madhya Pradesh,Sidhi,2010,1.62,259230.1691
Madhya Pradesh,Sidhi,2011,0.79555553,282371.04
Madhya Pradesh,Sidhi,2014,-1.5761539,339246.9
Madhya Pradesh,Sidhi,2015,-1.4281482,370715.67
Madhya Pradesh,Sidhi,2017,-0.64965516,441956.43
Madhya Pradesh,Sidhi,2018,-0.52285713,482361.02
Madhya Pradesh,Singrauli,2001,0.53000003,152826.3021
Madhya Pradesh,Singrauli,2004,0.32666665,166392.1069
Madhya Pradesh,Singrauli,2006,0.18000001,190707.9784
Madhya Pradesh,Singrauli,2007,3.2,199720.2561
Madhya Pradesh,Singrauli,2009,3.8799999,246296.5722
Madhya Pradesh,Singrauli,2010,4.02,259230.1691
Madhya Pradesh,Singrauli,2011,0.80000001,282371.04
Madhya Pradesh,Singrauli,2012,0.40000001,306853.34
Madhya Pradesh,Singrauli,2013,1.01,322597.6
Madhya Pradesh,Singrauli,2014,-1.0388235,339246.9
Madhya Pradesh,Singrauli,2015,-0.64705878,370715.67
Madhya Pradesh,Singrauli,2017,-0.67523813,441956.43
Madhya Pradesh,Singrauli,2018,-0.64235294,482361.02
Madhya Pradesh,Tikamgarh,2000,0.82999998,142623.6374
Madhya Pradesh,Tikamgarh,2001,1.1666667,152826.3021
Madhya Pradesh,Tikamgarh,2002,0.02,144856.4718
Madhya Pradesh,Tikamgarh,2004,0.51999998,166392.1069
Madhya Pradesh,Tikamgarh,2006,2.836,190707.9784
Madhya Pradesh,Tikamgarh,2007,2.816,199720.2561
Madhya Pradesh,Tikamgarh,2008,1.9000001,224970.9801
Madhya Pradesh,Tikamgarh,2009,0.60000002,246296.5722
Madhya Pradesh,Tikamgarh,2011,0.67999995,282371.04
Madhya Pradesh,Tikamgarh,2012,1.35,306853.34
Madhya Pradesh,Tikamgarh,2013,1.8200001,322597.6
Madhya Pradesh,Tikamgarh,2014,-6.127059,339246.9
Madhya Pradesh,Tikamgarh,2015,-7.3762498,370715.67
Madhya Pradesh,Tikamgarh,2017,-4.0755553,441956.43
Madhya Pradesh,Tikamgarh,2018,-3.5262499,482361.02
Madhya Pradesh,Ujjain,2001,3.3900001,152826.3021
Madhya Pradesh,Ujjain,2002,2.3033333,144856.4718
Madhya Pradesh,Ujjain,2004,9.1999998,166392.1069
Madhya Pradesh,Ujjain,2005,2.1800001,174775.7442
Madhya Pradesh,Ujjain,2006,1.6950001,190707.9784
Madhya Pradesh,Ujjain,2007,3.3399999,199720.2561
Madhya Pradesh,Ujjain,2008,2.4760001,224970.9801
Madhya Pradesh,Ujjain,2009,1.6314286,246296.5722
Madhya Pradesh,Ujjain,2010,3.3285713,259230.1691
Madhya Pradesh,Ujjain,2012,3.0,306853.34
Madhya Pradesh,Ujjain,2013,1.0,322597.6
Madhya Pradesh,Ujjain,2014,-11.115556,339246.9
Madhya Pradesh,Ujjain,2015,-10.172414,370715.67
Madhya Pradesh,Ujjain,2016,2.342,419465.25
Madhya Pradesh,Ujjain,2017,-10.796552,441956.43
Madhya Pradesh,Ujjain,2018,-4.8342857,482361.02
Madhya Pradesh,Umaria,2001,1.748,152826.3021
Madhya Pradesh,Umaria,2006,0.345,190707.9784
Madhya Pradesh,Umaria,2007,12.126666,199720.2561
Madhya Pradesh,Umaria,2009,1.34,246296.5722
Madhya Pradesh,Umaria,2010,1.38,259230.1691
Madhya Pradesh,Umaria,2011,0.5,282371.04
Madhya Pradesh,Umaria,2012,0.2,306853.34
Madhya Pradesh,Umaria,2013,0.40000001,322597.6
Madhya Pradesh,Umaria,2014,-2.4384615,339246.9
Madhya Pradesh,Umaria,2015,-2.52,370715.67
Madhya Pradesh,Umaria,2017,-0.38352942,441956.43
