state,district,year,residualsodiumcarbonate,gdp,Gini
haryana,ambala,2016,4.3200002,412054.6147,0.34
haryana,ambala,2018,0.0,470327.6432,0.34
haryana,bhiwani,2000,7.3900003,108123.1615,0.34
haryana,bhiwani,2004,7.1444445,147482.6165,0.34
haryana,bhiwani,2005,11.073333,160805.9553,0.34
haryana,bhiwani,2006,9.9628572,179089.4676,0.34
haryana,bhiwani,2007,2.835,193107.6942,0.34
haryana,bhiwani,2008,9.9405947,207976.1043,0.34
haryana,bhiwani,2009,11.213333,233961.2316,0.34
haryana,bhiwani,2010,11.728889,249823.4553,0.34
haryana,bhiwani,2012,7.8266468,289756.2205,0.34
haryana,bhiwani,2013,12.435,314931.1968,0.34
haryana,bhiwani,2014,-11.499259,333359.2475,0.34
haryana,bhiwani,2015,-11.448387,372700.245,0.34
haryana,bhiwani,2016,-2.3199999,412054.6147,0.34
haryana,bhiwani,2018,0.0,470327.6432,0.34
haryana,faridabad,2000,0.44,108123.1615,0.34
haryana,faridabad,2008,13.3,207976.1043,0.34
haryana,faridabad,2009,7.1766796,233961.2316,0.34
haryana,faridabad,2010,1.7543788,249823.4553,0.34
haryana,faridabad,2013,17.085001,314931.1968,0.34
haryana,faridabad,2014,-3.3533335,333359.2475,0.34
haryana,faridabad,2016,-0.059999943,412054.6147,0.34
haryana,faridabad,2018,0.0,470327.6432,0.34
haryana,fatehabad,2000,7.8599997,108123.1615,0.34
haryana,fatehabad,2004,13.360001,147482.6165,0.34
haryana,fatehabad,2005,15.22,160805.9553,0.34
haryana,fatehabad,2006,27.93,179089.4676,0.34
haryana,fatehabad,2007,12.04,193107.6942,0.34
haryana,fatehabad,2008,25.52,207976.1043,0.34
haryana,fatehabad,2009,9.1000004,233961.2316,0.34
haryana,fatehabad,2010,3.48,249823.4553,0.34
haryana,fatehabad,2012,2.1500001,289756.2205,0.34
haryana,fatehabad,2014,-12.400001,333359.2475,0.34
haryana,fatehabad,2015,-33.029999,372700.245,0.34
haryana,fatehabad,2018,0.0,470327.6432,0.34
haryana,gurgaon,2000,4.2733331,108123.1615,0.34
haryana,gurgaon,2004,3.78,147482.6165,0.34
haryana,gurgaon,2005,10.38,160805.9553,0.34
haryana,gurgaon,2007,1.1527017,193107.6942,0.34
haryana,gurgaon,2008,16.573334,207976.1043,0.34
haryana,gurgaon,2010,1.5500001,249823.4553,0.34
haryana,gurgaon,2012,5.6466832,289756.2205,0.34
haryana,gurgaon,2013,7.9356604,314931.1968,0.34
haryana,gurgaon,2014,-9.8940001,333359.2475,0.34
haryana,gurgaon,2015,11.38,372700.245,0.34
haryana,gurgaon,2016,-11.993334,412054.6147,0.34
haryana,gurgaon,2018,0.0,470327.6432,0.34
haryana,hisar,2000,6.5999999,108123.1615,0.34
haryana,hisar,2001,11.66,116474.189,0.34
haryana,hisar,2004,2.5,147482.6165,0.34
haryana,hisar,2005,4.875,160805.9553,0.34
haryana,hisar,2006,4.1350002,179089.4676,0.34
haryana,hisar,2007,5.75,193107.6942,0.34
haryana,hisar,2008,6.54,207976.1043,0.34
haryana,hisar,2009,2.5650001,233961.2316,0.34
haryana,hisar,2010,4.9839997,249823.4553,0.34
haryana,hisar,2012,7.4742856,289756.2205,0.34
haryana,hisar,2013,3.25,314931.1968,0.34
haryana,hisar,2014,-15.571818,333359.2475,0.34
haryana,hisar,2015,-12.348333,372700.245,0.34
haryana,hisar,2016,-1.75,412054.6147,0.34
haryana,hisar,2018,0.0,470327.6432,0.34
haryana,jhajjar,2000,7.6199999,108123.1615,0.34
haryana,jhajjar,2004,4.79,147482.6165,0.34
haryana,jhajjar,2005,5.8066669,160805.9553,0.34
haryana,jhajjar,2006,3.1960001,179089.4676,0.34
haryana,jhajjar,2007,3.3899999,193107.6942,0.34
haryana,jhajjar,2008,4.3000002,207976.1043,0.34
haryana,jhajjar,2009,2.98,233961.2316,0.34
haryana,jhajjar,2010,5.1300001,249823.4553,0.34
haryana,jhajjar,2013,4.4266667,314931.1968,0.34
haryana,jhajjar,2014,-20.033751,333359.2475,0.34
haryana,jhajjar,2015,-14.069411,372700.245,0.34
haryana,jhajjar,2016,38.240002,412054.6147,0.34
haryana,jhajjar,2018,0.0,470327.6432,0.34
haryana,jind,2000,4.0703559,108123.1615,0.34
haryana,jind,2001,8.46,116474.189,0.34
haryana,jind,2004,9.7514286,147482.6165,0.34
haryana,jind,2005,11.576364,160805.9553,0.34
haryana,jind,2006,6.4675002,179089.4676,0.34
haryana,jind,2007,11.888572,193107.6942,0.34
haryana,jind,2008,11.512,207976.1043,0.34
haryana,jind,2009,13.565001,233961.2316,0.34
haryana,jind,2010,6.3177776,249823.4553,0.34
haryana,jind,2012,12.204,289756.2205,0.34
haryana,jind,2013,6.6666665,314931.1968,0.34
haryana,jind,2014,-1.1738464,333359.2475,0.34
haryana,jind,2015,-1.7816666,372700.245,0.34
haryana,jind,2016,12.08,412054.6147,0.34
haryana,jind,2018,0.0,470327.6432,0.34
haryana,kaithal,2000,4.0799999,108123.1615,0.34
haryana,kaithal,2001,5.52,116474.189,0.34
haryana,kaithal,2002,7.4358811,123614.6773,0.34
haryana,kaithal,2004,6.3763947,147482.6165,0.34
haryana,kaithal,2005,1.1950001,160805.9553,0.34
haryana,kaithal,2006,11.68,179089.4676,0.34
haryana,kaithal,2007,3.28,193107.6942,0.34
haryana,kaithal,2008,14.545,207976.1043,0.34
haryana,kaithal,2009,9.1833334,233961.2316,0.34
haryana,kaithal,2010,5.9066668,249823.4553,0.34
haryana,kaithal,2012,12.275556,289756.2205,0.34
haryana,kaithal,2013,6.0325699,314931.1968,0.34
haryana,kaithal,2014,3.4536841,333359.2475,0.34
haryana,kaithal,2015,-2.241111,372700.245,0.34
haryana,kaithal,2018,0.0,470327.6432,0.34
haryana,karnal,2000,5.0744443,108123.1615,0.34
haryana,karnal,2001,4.6799998,116474.189,0.34
haryana,karnal,2004,9.6433334,147482.6165,0.34
haryana,karnal,2005,3.9300001,160805.9553,0.34
haryana,karnal,2006,4.7919998,179089.4676,0.34
haryana,karnal,2007,4.0506668,193107.6942,0.34
haryana,karnal,2008,3.3434029,207976.1043,0.34
haryana,karnal,2009,4.5716667,233961.2316,0.34
haryana,karnal,2010,7.2298775,249823.4553,0.34
haryana,karnal,2012,4.208797,289756.2205,0.34
haryana,karnal,2013,4.5585713,314931.1968,0.34
haryana,karnal,2014,3.9896774,333359.2475,0.34
haryana,karnal,2016,1.5285715,412054.6147,0.34
haryana,karnal,2018,0.0,470327.6432,0.34
haryana,kurukshetra,2000,6.2633333,108123.1615,0.34
haryana,kurukshetra,2001,2.7885125,116474.189,0.34
haryana,kurukshetra,2002,6.0927272,123614.6773,0.34
haryana,kurukshetra,2005,11.04,160805.9553,0.34
haryana,kurukshetra,2007,12.405001,193107.6942,0.34
haryana,kurukshetra,2008,6.9899998,207976.1043,0.34
haryana,kurukshetra,2009,4.8728089,233961.2316,0.34
haryana,kurukshetra,2010,6.9678879,249823.4553,0.34
haryana,kurukshetra,2012,4.0323606,289756.2205,0.34
haryana,kurukshetra,2013,3.974,314931.1968,0.34
haryana,kurukshetra,2014,4.5987501,333359.2475,0.34
haryana,kurukshetra,2015,7.5599999,372700.245,0.34
haryana,kurukshetra,2016,3.9099998,412054.6147,0.34
haryana,kurukshetra,2018,0.0,470327.6432,0.34
haryana,mahendragarh,2000,8.3150005,108123.1615,0.34
haryana,mahendragarh,2001,5.29,116474.189,0.34
haryana,mahendragarh,2002,7.2199998,123614.6773,0.34
haryana,mahendragarh,2004,5.23,147482.6165,0.34
haryana,mahendragarh,2005,8.75,160805.9553,0.34
haryana,mahendragarh,2006,18.799999,179089.4676,0.34
haryana,mahendragarh,2007,18.57,193107.6942,0.34
haryana,mahendragarh,2008,1.9813794,207976.1043,0.34
haryana,mahendragarh,2009,9.1400003,233961.2316,0.34
haryana,mahendragarh,2010,2.7,249823.4553,0.34
haryana,mahendragarh,2011,16.32,271152.4807,0.34
haryana,mahendragarh,2012,15.83,289756.2205,0.34
haryana,mahendragarh,2013,3.98,314931.1968,0.34
haryana,mahendragarh,2014,-3.1199999,333359.2475,0.34
haryana,mahendragarh,2015,0.39000005,372700.245,0.34
haryana,mahendragarh,2018,0.0,470327.6432,0.34
haryana,nuh,2000,11.82,108123.1615,0.34
haryana,nuh,2004,9.585,147482.6165,0.34
haryana,nuh,2005,6.77,160805.9553,0.34
haryana,nuh,2006,7.7066669,179089.4676,0.34
haryana,nuh,2007,16.76,193107.6942,0.34
haryana,nuh,2008,5.29,207976.1043,0.34
haryana,nuh,2009,9.0,233961.2316,0.34
haryana,nuh,2012,0.31999999,289756.2205,0.34
haryana,nuh,2014,-5.8955555,333359.2475,0.34
haryana,nuh,2016,-4.1799998,412054.6147,0.34
haryana,nuh,2018,0.0,470327.6432,0.34
haryana,palwal,2000,8.9250002,108123.1615,0.34
haryana,palwal,2001,8.9250002,116474.189,0.34
haryana,palwal,2004,10.74,147482.6165,0.34
haryana,palwal,2005,11.02,160805.9553,0.34
haryana,palwal,2006,7.9320002,179089.4676,0.34
haryana,palwal,2007,13.76,193107.6942,0.34
haryana,palwal,2008,11.0075,207976.1043,0.34
haryana,palwal,2009,11.25,233961.2316,0.34
haryana,palwal,2010,8.1571064,249823.4553,0.34
haryana,palwal,2012,4.0986266,289756.2205,0.34
haryana,palwal,2013,8.0900002,314931.1968,0.34
haryana,palwal,2014,-13.440001,333359.2475,0.34
haryana,palwal,2018,0.0,470327.6432,0.34
haryana,panchkula,2000,0.059999999,108123.1615,0.34
haryana,panchkula,2001,0.28,116474.189,0.34
haryana,panchkula,2002,1.78,123614.6773,0.34
haryana,panchkula,2004,1.1,147482.6165,0.34
haryana,panchkula,2005,0.22,160805.9553,0.34
haryana,panchkula,2006,1.3,179089.4676,0.34
haryana,panchkula,2009,0.78999996,233961.2316,0.34
haryana,panchkula,2010,1.61,249823.4553,0.34
haryana,panchkula,2012,2.2,289756.2205,0.34
haryana,panchkula,2013,1.2733333,314931.1968,0.34
haryana,panchkula,2014,-2.4066665,333359.2475,0.34
haryana,panchkula,2015,1.7088889,372700.245,0.34
haryana,panchkula,2018,0.0,470327.6432,0.34
haryana,panipat,2000,5.8080001,108123.1615,0.34
haryana,panipat,2001,1.0799999,116474.189,0.34
haryana,panipat,2004,9.0799999,147482.6165,0.34
haryana,panipat,2005,1.9,160805.9553,0.34
haryana,panipat,2006,10.193334,179089.4676,0.34
haryana,panipat,2007,2.7866666,193107.6942,0.34
haryana,panipat,2008,8.5599995,207976.1043,0.34
haryana,panipat,2009,7.2171426,233961.2316,0.34
haryana,panipat,2010,1.3089103,249823.4553,0.34
haryana,panipat,2012,6.0,289756.2205,0.34
haryana,panipat,2013,4.4590893,314931.1968,0.34
haryana,panipat,2014,3.6342859,333359.2475,0.34
haryana,panipat,2015,0.75800002,372700.245,0.34
haryana,panipat,2016,4.7733331,412054.6147,0.34
haryana,panipat,2018,0.0,470327.6432,0.34
haryana,rewari,2000,5.6999998,108123.1615,0.34
haryana,rewari,2001,0.14,116474.189,0.34
haryana,rewari,2004,4.4520001,147482.6165,0.34
haryana,rewari,2005,9.3600006,160805.9553,0.34
haryana,rewari,2006,6.5285716,179089.4676,0.34
haryana,rewari,2007,6.373333,193107.6942,0.34
haryana,rewari,2008,17.154999,207976.1043,0.34
haryana,rewari,2009,7.0733333,233961.2316,0.34
haryana,rewari,2010,6.2799997,249823.4553,0.34
haryana,rewari,2012,7.8066664,289756.2205,0.34
haryana,rewari,2013,8.6599998,314931.1968,0.34
haryana,rewari,2014,2.1860001,333359.2475,0.34
haryana,rewari,2016,-138.38,412054.6147,0.34
haryana,rewari,2018,0.0,470327.6432,0.34
haryana,rohtak,2000,5.21,108123.1615,0.34
haryana,rohtak,2004,4.4349999,147482.6165,0.34
haryana,rohtak,2005,7.04,160805.9553,0.34
haryana,rohtak,2007,6.52,193107.6942,0.34
haryana,rohtak,2008,16.98,207976.1043,0.34
haryana,rohtak,2009,7.184,233961.2316,0.34
haryana,rohtak,2010,2.872,249823.4553,0.34
haryana,rohtak,2012,11.034286,289756.2205,0.34
haryana,rohtak,2013,3.7700002,314931.1968,0.34
haryana,rohtak,2014,-6.4200001,333359.2475,0.34
haryana,rohtak,2015,-9.0092306,372700.245,0.34
haryana,rohtak,2018,0.0,470327.6432,0.34
haryana,sirsa,2000,5.4733334,108123.1615,0.34
haryana,sirsa,2004,8.4775,147482.6165,0.34
haryana,sirsa,2005,15.768333,160805.9553,0.34
haryana,sirsa,2006,9.75,179089.4676,0.34
haryana,sirsa,2007,1.8333334,193107.6942,0.34
haryana,sirsa,2008,11.56,207976.1043,0.34
haryana,sirsa,2009,14.828571,233961.2316,0.34
haryana,sirsa,2010,8.3688889,249823.4553,0.34
haryana,sirsa,2012,3.7,289756.2205,0.34
haryana,sirsa,2013,5.9466667,314931.1968,0.34
haryana,sirsa,2014,-13.7864,333359.2475,0.34
haryana,sirsa,2016,-21.786667,412054.6147,0.34
haryana,sirsa,2018,0.0,470327.6432,0.34
haryana,sonipat,2000,8.3800001,108123.1615,0.34
haryana,sonipat,2001,0.46000001,116474.189,0.34
haryana,sonipat,2004,4.0120001,147482.6165,0.34
haryana,sonipat,2005,0.97333336,160805.9553,0.34
haryana,sonipat,2006,10.006,179089.4676,0.34
haryana,sonipat,2007,4.4961143,193107.6942,0.34
haryana,sonipat,2008,6.5865674,207976.1043,0.34
haryana,sonipat,2009,7.52,233961.2316,0.34
haryana,sonipat,2010,4.8740001,249823.4553,0.34
haryana,sonipat,2012,5.5596929,289756.2205,0.34
haryana,sonipat,2013,4.9925003,314931.1968,0.34
haryana,sonipat,2014,1.0930769,333359.2475,0.34
haryana,sonipat,2015,-5.7459998,372700.245,0.34
haryana,sonipat,2016,-6.5799999,412054.6147,0.34
haryana,sonipat,2018,0.0,470327.6432,0.34
haryana,yamunanagar,2000,2.6371429,108123.1615,0.34
haryana,yamunanagar,2001,0.94,116474.189,0.34
haryana,yamunanagar,2002,1.3149999,123614.6773,0.34
haryana,yamunanagar,2004,2.8805237,147482.6165,0.34
haryana,yamunanagar,2005,1.2919999,160805.9553,0.34
haryana,yamunanagar,2006,3.2639999,179089.4676,0.34
haryana,yamunanagar,2007,2.7422223,193107.6942,0.34
haryana,yamunanagar,2008,3.02,207976.1043,0.34
haryana,yamunanagar,2009,2.3099999,233961.2316,0.34
haryana,yamunanagar,2010,3.7885714,249823.4553,0.34
haryana,yamunanagar,2012,2.8733335,289756.2205,0.34
haryana,yamunanagar,2013,2.4319999,314931.1968,0.34
haryana,yamunanagar,2014,2.9466667,333359.2475,0.34
haryana,yamunanagar,2016,-1.29,412054.6147,0.34
haryana,yamunanagar,2018,0.0,470327.6432,0.34
himachal pradesh,chamba,2018,0.0,99217.82697,0.3
himachal pradesh,hamirpur,2005,-2.3,41021.54886,0.3
himachal pradesh,hamirpur,2007,-0.82499999,46999.74712,0.3
himachal pradesh,hamirpur,2013,-1.765,69398.15515,0.3
himachal pradesh,hamirpur,2016,-1.7079089,88112.12233,0.3
himachal pradesh,kangra,2000,-0.93888891,29339.77702,0.3
himachal pradesh,kangra,2002,-0.57999998,32337.46951,0.3
himachal pradesh,kangra,2003,-1.102,34503.32999,0.3
himachal pradesh,kangra,2004,-0.84083337,37777.56238,0.3
himachal pradesh,kangra,2005,-0.94695652,41021.54886,0.3
himachal pradesh,kangra,2006,-1.296923,44249.15254,0.3
himachal pradesh,kangra,2007,-1.2127273,46999.74712,0.3
himachal pradesh,kangra,2008,-1.2817391,49294.6021,0.3
himachal pradesh,kangra,2009,-0.092499994,51967.44709,0.3
himachal pradesh,kangra,2010,-0.96347827,56319.52394,0.3
himachal pradesh,kangra,2011,0.39520001,60536.24981,0.3
himachal pradesh,kangra,2012,0.1375,64518.52068,0.3
himachal pradesh,kangra,2013,-1.0200001,69398.15515,0.3
himachal pradesh,kangra,2014,-1.332,74552.9825,0.3
himachal pradesh,kangra,2015,-1.0855556,80562.91566,0.3
himachal pradesh,kangra,2018,0.0,99217.82697,0.3
himachal pradesh,kullu,2001,-2.0,30835.30478,0.3
himachal pradesh,kullu,2002,-2.99,32337.46951,0.3
himachal pradesh,kullu,2003,-2.9933333,34503.32999,0.3
himachal pradesh,kullu,2005,-2.0599999,41021.54886,0.3
himachal pradesh,kullu,2006,-2.1466668,44249.15254,0.3
himachal pradesh,kullu,2007,-2.3999999,46999.74712,0.3
himachal pradesh,kullu,2008,-2.5999999,49294.6021,0.3
himachal pradesh,kullu,2009,-1.3200001,51967.44709,0.3
himachal pradesh,kullu,2010,-0.20666665,56319.52394,0.3
himachal pradesh,kullu,2011,-1.4466667,60536.24981,0.3
himachal pradesh,kullu,2012,-3.5266666,64518.52068,0.3
himachal pradesh,kullu,2018,0.0,99217.82697,0.3
himachal pradesh,mandi,2002,-2.2088888,32337.46951,0.3
himachal pradesh,mandi,2003,-1.8844445,34503.32999,0.3
himachal pradesh,mandi,2004,0.2422222,37777.56238,0.3
himachal pradesh,mandi,2005,-1.4555556,41021.54886,0.3
himachal pradesh,mandi,2006,-1.0022222,44249.15254,0.3
himachal pradesh,mandi,2007,-2.3857143,46999.74712,0.3
himachal pradesh,mandi,2008,-2.5111113,49294.6021,0.3
himachal pradesh,mandi,2009,-1.3444445,51967.44709,0.3
himachal pradesh,mandi,2010,-0.41,56319.52394,0.3
himachal pradesh,mandi,2011,-1.5355556,60536.24981,0.3
himachal pradesh,mandi,2012,-2.05,64518.52068,0.3
himachal pradesh,mandi,2014,-4.3000002,74552.9825,0.3
himachal pradesh,mandi,2015,-4.8200002,80562.91566,0.3
himachal pradesh,mandi,2018,0.0,99217.82697,0.3
himachal pradesh,sirmaur,2003,-2.8828571,34503.32999,0.3
himachal pradesh,sirmaur,2004,-1.26,37777.56238,0.3
himachal pradesh,sirmaur,2005,-0.99999994,41021.54886,0.3
himachal pradesh,sirmaur,2006,-1.8745455,44249.15254,0.3
himachal pradesh,sirmaur,2007,-1.8046154,46999.74712,0.3
himachal pradesh,sirmaur,2008,-1.3133333,49294.6021,0.3
himachal pradesh,sirmaur,2009,-0.26499999,51967.44709,0.3
himachal pradesh,sirmaur,2010,-0.92199999,56319.52394,0.3
himachal pradesh,sirmaur,2011,-1.2527273,60536.24981,0.3
himachal pradesh,sirmaur,2012,-0.64909089,64518.52068,0.3
himachal pradesh,sirmaur,2014,-1.382,74552.9825,0.3
himachal pradesh,sirmaur,2015,-1.9488889,80562.91566,0.3
himachal pradesh,sirmaur,2018,0.0,99217.82697,0.3
himachal pradesh,solan,2000,0.021666687,29339.77702,0.3
himachal pradesh,solan,2001,-0.024000002,30835.30478,0.3
himachal pradesh,solan,2002,-0.74923074,32337.46951,0.3
himachal pradesh,solan,2003,-0.090909101,34503.32999,0.3
himachal pradesh,solan,2004,-1.0183333,37777.56238,0.3
himachal pradesh,solan,2005,1.058,41021.54886,0.3
himachal pradesh,solan,2006,-0.023636367,44249.15254,0.3
himachal pradesh,solan,2007,0.18222225,46999.74712,0.3
himachal pradesh,solan,2008,-1.064,49294.6021,0.3
himachal pradesh,solan,2009,0.44400001,51967.44709,0.3
himachal pradesh,solan,2010,-0.115,56319.52394,0.3
himachal pradesh,solan,2011,-0.72909093,60536.24981,0.3
himachal pradesh,solan,2012,-0.12545456,64518.52068,0.3
himachal pradesh,solan,2014,-1.7828572,74552.9825,0.3
himachal pradesh,solan,2015,-2.3540001,80562.91566,0.3
himachal pradesh,solan,2018,0.0,99217.82697,0.3
himachal pradesh,una,2000,-1.4933333,29339.77702,0.3
himachal pradesh,una,2002,4.3000002,32337.46951,0.3
himachal pradesh,una,2003,-1.3505263,34503.32999,0.3
himachal pradesh,una,2004,-1.4044445,37777.56238,0.3
himachal pradesh,una,2005,-2.4960001,41021.54886,0.3
himachal pradesh,una,2006,-1.1788235,44249.15254,0.3
himachal pradesh,una,2007,-1.1723809,46999.74712,0.3
himachal pradesh,una,2008,-1.5980952,49294.6021,0.3
himachal pradesh,una,2009,-1.075,51967.44709,0.3
himachal pradesh,una,2010,-1.8011111,56319.52394,0.3
himachal pradesh,una,2011,-0.66736841,60536.24981,0.3
himachal pradesh,una,2012,-1.2329412,64518.52068,0.3
himachal pradesh,una,2013,-1.8988888,69398.15515,0.3
himachal pradesh,una,2014,-1.3544445,74552.9825,0.3
himachal pradesh,una,2015,-1.3793334,80562.91566,0.3
himachal pradesh,una,2018,0.0,99217.82697,0.3
jammu and kashmir,anantnag,2012,5.9000001,67315.56271,0.26
jammu and kashmir,anantnag,2013,-2.8,70535.8264,0.26
jammu and kashmir,anantnag,2014,-3.8,67153.76287,0.26
jammu and kashmir,anantnag,2015,-0.80000001,80602.31028,0.26
jammu and kashmir,baramulla,2013,-1.3311112,70535.8264,0.26
jammu and kashmir,baramulla,2014,-0.57999998,67153.76287,0.26
jammu and kashmir,baramulla,2015,-0.56749994,80602.31028,0.26
jammu and kashmir,jammu,2000,1.7763636,37710.45956,0.26
jammu and kashmir,jammu,2001,1.9688889,38436.65078,0.26
jammu and kashmir,jammu,2002,2.4625001,40393.03159,0.26
jammu and kashmir,jammu,2004,2.95875,44761.01757,0.26
jammu and kashmir,jammu,2005,3.7983334,46834.30436,0.26
jammu and kashmir,jammu,2006,2.2447059,49569.35538,0.26
jammu and kashmir,jammu,2007,3.01,52630.63968,0.26
jammu and kashmir,jammu,2008,2.47,55926.46375,0.26
jammu and kashmir,jammu,2009,2.8013334,58635.16896,0.26
jammu and kashmir,jammu,2010,2.2657142,61986.66288,0.26
jammu and kashmir,jammu,2012,2.6400001,67315.56271,0.26
jammu and kashmir,jammu,2013,-0.63893616,70535.8264,0.26
jammu and kashmir,jammu,2014,-0.29555556,67153.76287,0.26
jammu and kashmir,jammu,2015,0.007252754,80602.31028,0.26
jammu and kashmir,jammu,2016,0.0,82635.73144,0.26
jammu and kashmir,kathua,2000,2.7739999,37710.45956,0.26
jammu and kashmir,kathua,2001,1.6833333,38436.65078,0.26
jammu and kashmir,kathua,2002,0.91600001,40393.03159,0.26
jammu and kashmir,kathua,2003,1.016,42468.63783,0.26
jammu and kashmir,kathua,2004,1.5836364,44761.01757,0.26
jammu and kashmir,kathua,2005,1.1763636,46834.30436,0.26
jammu and kashmir,kathua,2006,1.4657143,49569.35538,0.26
jammu and kashmir,kathua,2007,1.175,52630.63968,0.26
jammu and kashmir,kathua,2008,2.1984615,55926.46375,0.26
jammu and kashmir,kathua,2009,1.7847059,58635.16896,0.26
jammu and kashmir,kathua,2010,1.8081819,61986.66288,0.26
jammu and kashmir,kathua,2012,0.86117649,67315.56271,0.26
jammu and kashmir,kathua,2013,-0.65318179,70535.8264,0.26
jammu and kashmir,kathua,2014,-0.53347826,67153.76287,0.26
jammu and kashmir,kathua,2015,-0.92409092,80602.31028,0.26
jammu and kashmir,kathua,2016,0.0,82635.73144,0.26
jammu and kashmir,kupwara,2013,-2.3759999,70535.8264,0.26
jammu and kashmir,kupwara,2014,-2.2228572,67153.76287,0.26
jammu and kashmir,kupwara,2015,-2.0999999,80602.31028,0.26
jammu and kashmir,poonch,2004,4.1999998,44761.01757,0.26
jammu and kashmir,poonch,2005,0.60000002,46834.30436,0.26
jammu and kashmir,poonch,2006,0.40000001,49569.35538,0.26
jammu and kashmir,poonch,2008,1.38,55926.46375,0.26
jammu and kashmir,poonch,2009,1.78,58635.16896,0.26
jammu and kashmir,poonch,2010,2.1800001,61986.66288,0.26
jammu and kashmir,poonch,2012,1.29,67315.56271,0.26
jammu and kashmir,poonch,2013,0.63,70535.8264,0.26
jammu and kashmir,poonch,2014,-0.88999999,67153.76287,0.26
jammu and kashmir,poonch,2015,-0.69,80602.31028,0.26
jammu and kashmir,pulwama,2004,2.0,44761.01757,0.26
jammu and kashmir,pulwama,2012,2.1199999,67315.56271,0.26
jammu and kashmir,pulwama,2013,-2.9960001,70535.8264,0.26
jammu and kashmir,pulwama,2014,-0.28800008,67153.76287,0.26
jammu and kashmir,pulwama,2015,-1.38,80602.31028,0.26
jammu and kashmir,rajauri,2000,0.26666668,37710.45956,0.26
jammu and kashmir,rajauri,2001,0.079999998,38436.65078,0.26
jammu and kashmir,rajauri,2002,0.2,40393.03159,0.26
jammu and kashmir,rajauri,2003,14.48,42468.63783,0.26
jammu and kashmir,rajauri,2004,1.13,44761.01757,0.26
jammu and kashmir,rajauri,2005,0.40666667,46834.30436,0.26
jammu and kashmir,rajauri,2006,0.25,49569.35538,0.26
jammu and kashmir,rajauri,2007,0.60500002,52630.63968,0.26
jammu and kashmir,rajauri,2008,0.19,55926.46375,0.26
jammu and kashmir,rajauri,2009,0.97600001,58635.16896,0.26
jammu and kashmir,rajauri,2010,0.99600005,61986.66288,0.26
jammu and kashmir,rajauri,2012,0.86222225,67315.56271,0.26
jammu and kashmir,rajauri,2013,0.46888891,70535.8264,0.26
jammu and kashmir,rajauri,2014,-1.158,67153.76287,0.26
jammu and kashmir,rajauri,2015,0.11714284,80602.31028,0.26
jammu and kashmir,rajouri,2000,0.40000001,37710.45956,0.26
jammu and kashmir,rajouri,2007,0.80000001,52630.63968,0.26
jammu and kashmir,rajouri,2008,0.2,55926.46375,0.26
jammu and kashmir,rajouri,2013,1.0,70535.8264,0.26
jammu and kashmir,rajouri,2014,-2.79,67153.76287,0.26
jammu and kashmir,rajouri,2015,0.49000001,80602.31028,0.26
jammu and kashmir,reasi,2004,1.0700001,44761.01757,0.26
jammu and kashmir,reasi,2005,0.47000003,46834.30436,0.26
jammu and kashmir,reasi,2007,0.2,52630.63968,0.26
jammu and kashmir,reasi,2008,0.38,55926.46375,0.26
jammu and kashmir,reasi,2009,0.18000001,58635.16896,0.26
jammu and kashmir,reasi,2010,0.40000001,61986.66288,0.26
jammu and kashmir,reasi,2013,6.0466666,70535.8264,0.26
jammu and kashmir,reasi,2014,-0.21000001,67153.76287,0.26
jammu and kashmir,reasi,2015,-1.0525,80602.31028,0.26
jammu and kashmir,reasiã‚â,2015,-0.2,80602.31028,0.26
jammu and kashmir,srinagar,2013,-0.69999999,70535.8264,0.26
jammu and kashmir,srinagar,2014,-0.18000001,67153.76287,0.26
jammu and kashmir,srinagar,2015,-1.8,80602.31028,0.26
jammu and kashmir,udhampur,2001,0.51999998,38436.65078,0.26
jammu and kashmir,udhampur,2002,1.92,40393.03159,0.26
jammu and kashmir,udhampur,2003,0.86999995,42468.63783,0.26
jammu and kashmir,udhampur,2004,3.9159999,44761.01757,0.26
jammu and kashmir,udhampur,2005,4.3000002,46834.30436,0.26
jammu and kashmir,udhampur,2006,4.5333333,49569.35538,0.26
jammu and kashmir,udhampur,2007,2.8899999,52630.63968,0.26
jammu and kashmir,udhampur,2008,2.645,55926.46375,0.26
jammu and kashmir,udhampur,2009,1.41,58635.16896,0.26
jammu and kashmir,udhampur,2010,3.5066667,61986.66288,0.26
jammu and kashmir,udhampur,2012,1.02,67315.56271,0.26
jammu and kashmir,udhampur,2013,-1.865,70535.8264,0.26
jammu and kashmir,udhampur,2014,-1.3088888,67153.76287,0.26
jammu and kashmir,udhampur,2015,-0.43882349,80602.31028,0.26
jharkhand,bokaro,2007,-4.204,107985.9699,0.3
jharkhand,bokaro,2008,2.8199999,103643.836,0.3
jharkhand,bokaro,2009,1.96,113916.5553,0.3
jharkhand,bokaro,2012,0.039999999,149526.29,0.3
jharkhand,bokaro,2013,0.059999999,150609.33,0.3
jharkhand,chatra,2004,3.8799999,90933.65389,0.3
jharkhand,chatra,2008,2.1900001,103643.836,0.3
jharkhand,chatra,2009,3.48,113916.5553,0.3
jharkhand,chatra,2010,0.47999999,130488.9544,0.3
jharkhand,chatra,2011,1.6300001,137383.47,0.3
jharkhand,chatra,2012,2.2,149526.29,0.3
jharkhand,chatra,2013,1.5666667,150609.33,0.3
