state,district,year,residualsodiumcarbonate,gdp,Gini
andhra pradesh,anantapur,2000,5.2656665,171092.868,0.32
andhra pradesh,anantapur,2001,4.5327272,178850.9966,0.32
andhra pradesh,anantapur,2003,0.0,200842.5423,0.32
andhra pradesh,anantapur,2004,-6.1144447,215454.7027,0.32
andhra pradesh,anantapur,2005,9.3479996,227456.699,0.32
andhra pradesh,anantapur,2006,5.2127271,251347.1421,0.32
andhra pradesh,anantapur,2007,7.3061538,282692.2057,0.32
andhra pradesh,anantapur,2008,7.4450002,289918.0575,0.32
andhra pradesh,anantapur,2009,7.7816668,309549.0583,0.32
andhra pradesh,anantapur,2010,6.9418182,330209.0565,0.32
andhra pradesh,anantapur,2011,8.5088892,339995.5242,0.32
andhra pradesh,anantapur,2012,0.0,341335.2232,0.32
andhra pradesh,anantapur,2013,4.8094115,360239.2258,0.32
andhra pradesh,anantapur,2014,-2.9719999,397063.8325,0.32
andhra pradesh,anantapur,2015,-1.22,446996.86,0.32
andhra pradesh,anantapur,2017,-1.8356522,526625.9555,0.32
andhra pradesh,anantapur,2018,-7.243784,558861.6852,0.32
andhra pradesh,chittoor,2000,4.1312499,171092.868,0.32
andhra pradesh,chittoor,2004,-7.4430771,215454.7027,0.32
andhra pradesh,chittoor,2005,3.8488889,227456.699,0.32
andhra pradesh,chittoor,2006,3.4112499,251347.1421,0.32
andhra pradesh,chittoor,2007,4.027143,282692.2057,0.32
andhra pradesh,chittoor,2008,3.5657144,289918.0575,0.32
andhra pradesh,chittoor,2009,3.7171428,309549.0583,0.32
andhra pradesh,chittoor,2010,4.6284208,330209.0565,0.32
andhra pradesh,chittoor,2011,4.5133333,339995.5242,0.32
andhra pradesh,chittoor,2012,0.0,341335.2232,0.32
andhra pradesh,chittoor,2013,3.2366667,360239.2258,0.32
andhra pradesh,chittoor,2014,-4.4341936,397063.8325,0.32
andhra pradesh,chittoor,2015,-2.3425,446996.86,0.32
andhra pradesh,chittoor,2017,-5.2946668,526625.9555,0.32
andhra pradesh,chittoor,2018,-4.9706249,558861.6852,0.32
andhra pradesh,east godavari,2000,2.3408,171092.868,0.32
andhra pradesh,east godavari,2004,-5.8000002,215454.7027,0.32
andhra pradesh,east godavari,2005,3.1184616,227456.699,0.32
andhra pradesh,east godavari,2006,2.3800001,251347.1421,0.32
andhra pradesh,east godavari,2007,5.9523077,282692.2057,0.32
andhra pradesh,east godavari,2008,4.3984613,289918.0575,0.32
andhra pradesh,east godavari,2009,5.007143,309549.0583,0.32
andhra pradesh,east godavari,2010,3.6276922,330209.0565,0.32
andhra pradesh,east godavari,2011,3.6508334,339995.5242,0.32
andhra pradesh,east godavari,2012,0.0,341335.2232,0.32
andhra pradesh,east godavari,2013,2.6225808,360239.2258,0.32
andhra pradesh,east godavari,2014,-2.4768965,397063.8325,0.32
andhra pradesh,east godavari,2015,-0.20666666,446996.86,0.32
andhra pradesh,east godavari,2017,-2.8652174,526625.9555,0.32
andhra pradesh,east godavari,2018,-2.8468292,558861.6852,0.32
andhra pradesh,guntur,2000,3.9606667,171092.868,0.32
andhra pradesh,guntur,2004,-4.2303448,215454.7027,0.32
andhra pradesh,guntur,2005,4.4953847,227456.699,0.32
andhra pradesh,guntur,2006,4.3400002,251347.1421,0.32
andhra pradesh,guntur,2007,4.8080001,282692.2057,0.32
andhra pradesh,guntur,2008,4.4346666,289918.0575,0.32
andhra pradesh,guntur,2009,4.0944443,309549.0583,0.32
andhra pradesh,guntur,2010,4.1571426,330209.0565,0.32
andhra pradesh,guntur,2011,5.4078259,339995.5242,0.32
andhra pradesh,guntur,2012,0.0,341335.2232,0.32
andhra pradesh,guntur,2013,4.8551726,360239.2258,0.32
andhra pradesh,guntur,2014,-3.4735897,397063.8325,0.32
andhra pradesh,guntur,2015,-2.918644,446996.86,0.32
andhra pradesh,guntur,2017,-6.0663891,526625.9555,0.32
andhra pradesh,guntur,2018,-7.0221176,558861.6852,0.32
andhra pradesh,krishna,2000,3.9275999,171092.868,0.32
andhra pradesh,krishna,2004,-4.5349998,215454.7027,0.32
andhra pradesh,krishna,2005,2.6285715,227456.699,0.32
andhra pradesh,krishna,2006,2.24,251347.1421,0.32
andhra pradesh,krishna,2007,5.0266666,282692.2057,0.32
andhra pradesh,krishna,2008,6.0666666,289918.0575,0.32
andhra pradesh,krishna,2009,7.3316669,309549.0583,0.32
andhra pradesh,krishna,2010,6.3088889,330209.0565,0.32
andhra pradesh,krishna,2011,6.3492308,339995.5242,0.32
andhra pradesh,krishna,2012,0.0,341335.2232,0.32
andhra pradesh,krishna,2013,5.48,360239.2258,0.32
andhra pradesh,krishna,2014,-0.067213118,397063.8325,0.32
andhra pradesh,krishna,2015,-1.6220409,446996.86,0.32
andhra pradesh,krishna,2017,-3.9618182,526625.9555,0.32
andhra pradesh,krishna,2018,-5.5772882,558861.6852,0.32
andhra pradesh,kurnool,2002,0.0,182922.1476,0.32
andhra pradesh,kurnool,2003,0.0,200842.5423,0.32
andhra pradesh,kurnool,2004,-2.1400001,215454.7027,0.32
andhra pradesh,kurnool,2005,6.3899999,227456.699,0.32
andhra pradesh,kurnool,2006,7.9066663,251347.1421,0.32
andhra pradesh,kurnool,2007,6.7342854,282692.2057,0.32
andhra pradesh,kurnool,2008,5.2249999,289918.0575,0.32
andhra pradesh,kurnool,2009,7.5685716,309549.0583,0.32
andhra pradesh,kurnool,2010,4.6824999,330209.0565,0.32
andhra pradesh,kurnool,2011,7.4885716,339995.5242,0.32
andhra pradesh,kurnool,2012,0.0,341335.2232,0.32
andhra pradesh,kurnool,2013,4.5511112,360239.2258,0.32
andhra pradesh,kurnool,2014,-6.8872728,397063.8325,0.32
andhra pradesh,kurnool,2015,-11.776875,446996.86,0.32
andhra pradesh,kurnool,2017,-6.0593333,526625.9555,0.32
andhra pradesh,kurnool,2018,-12.152632,558861.6852,0.32
andhra pradesh,prakasam,2000,12.157647,171092.868,0.32
andhra pradesh,prakasam,2004,2.8608,215454.7027,0.32
andhra pradesh,prakasam,2005,8.3246155,227456.699,0.32
andhra pradesh,prakasam,2006,7.4039998,251347.1421,0.32
andhra pradesh,prakasam,2007,8.59375,282692.2057,0.32
andhra pradesh,prakasam,2008,6.105,289918.0575,0.32
andhra pradesh,prakasam,2009,7.0,309549.0583,0.32
andhra pradesh,prakasam,2010,5.6040001,330209.0565,0.32
andhra pradesh,prakasam,2011,9.1023531,339995.5242,0.32
andhra pradesh,prakasam,2012,0.0,341335.2232,0.32
andhra pradesh,prakasam,2013,5.4859257,360239.2258,0.32
andhra pradesh,prakasam,2014,-1.4613794,397063.8325,0.32
andhra pradesh,prakasam,2015,-7.3046155,446996.86,0.32
andhra pradesh,prakasam,2017,-1.8666667,526625.9555,0.32
andhra pradesh,prakasam,2018,-7.0976,558861.6852,0.32
andhra pradesh,sri potti sriramulu nellore,2000,5.8688002,171092.868,0.32
andhra pradesh,sri potti sriramulu nellore,2003,0.0,200842.5423,0.32
andhra pradesh,sri potti sriramulu nellore,2004,-5.7200003,215454.7027,0.32
andhra pradesh,sri potti sriramulu nellore,2005,3.0733335,227456.699,0.32
andhra pradesh,sri potti sriramulu nellore,2006,4.1290908,251347.1421,0.32
andhra pradesh,sri potti sriramulu nellore,2007,6.4371428,282692.2057,0.32
andhra pradesh,sri potti sriramulu nellore,2008,5.0588236,289918.0575,0.32
andhra pradesh,sri potti sriramulu nellore,2009,3.4815385,309549.0583,0.32
andhra pradesh,sri potti sriramulu nellore,2010,7.145,330209.0565,0.32
andhra pradesh,sri potti sriramulu nellore,2011,6.3054547,339995.5242,0.32
andhra pradesh,sri potti sriramulu nellore,2012,0.0,341335.2232,0.32
andhra pradesh,sri potti sriramulu nellore,2013,4.5359998,360239.2258,0.32
andhra pradesh,sri potti sriramulu nellore,2014,1.013,397063.8325,0.32
andhra pradesh,sri potti sriramulu nellore,2015,-13.42,446996.86,0.32
andhra pradesh,sri potti sriramulu nellore,2017,-0.51894742,526625.9555,0.32
andhra pradesh,sri potti sriramulu nellore,2018,-4.3424001,558861.6852,0.32
andhra pradesh,srikakulam,2000,4.9570003,171092.868,0.32
andhra pradesh,srikakulam,2004,-7.4104347,215454.7027,0.32
andhra pradesh,srikakulam,2005,3.05,227456.699,0.32
andhra pradesh,srikakulam,2006,1.755,251347.1421,0.32
andhra pradesh,srikakulam,2007,3.3425,282692.2057,0.32
andhra pradesh,srikakulam,2008,5.4450002,289918.0575,0.32
andhra pradesh,srikakulam,2009,2.7633333,309549.0583,0.32
andhra pradesh,srikakulam,2010,2.0680001,330209.0565,0.32
andhra pradesh,srikakulam,2011,3.6175001,339995.5242,0.32
andhra pradesh,srikakulam,2012,0.0,341335.2232,0.32
andhra pradesh,srikakulam,2013,2.7542858,360239.2258,0.32
andhra pradesh,srikakulam,2014,-5.6139998,397063.8325,0.32
andhra pradesh,srikakulam,2015,-4.3936586,446996.86,0.32
andhra pradesh,srikakulam,2017,-4.2614284,526625.9555,0.32
andhra pradesh,srikakulam,2018,-5.3052382,558861.6852,0.32
andhra pradesh,visakhapatanam,2000,2.1836364,171092.868,0.32
andhra pradesh,visakhapatanam,2003,2.9342856,200842.5423,0.32
andhra pradesh,visakhapatanam,2004,-5.0694447,215454.7027,0.32
andhra pradesh,visakhapatanam,2005,2.5999999,227456.699,0.32
andhra pradesh,visakhapatanam,2006,4.2276921,251347.1421,0.32
andhra pradesh,visakhapatanam,2007,1.8907692,282692.2057,0.32
andhra pradesh,visakhapatanam,2008,4.5816669,289918.0575,0.32
andhra pradesh,visakhapatanam,2009,3.2414286,309549.0583,0.32
andhra pradesh,visakhapatanam,2010,3.0466666,330209.0565,0.32
andhra pradesh,visakhapatanam,2011,3.283077,339995.5242,0.32
andhra pradesh,visakhapatanam,2012,0.0,341335.2232,0.32
andhra pradesh,visakhapatanam,2013,8.1225004,360239.2258,0.32
andhra pradesh,visakhapatanam,2014,-1.3170967,397063.8325,0.32
andhra pradesh,visakhapatanam,2015,-3.0588734,446996.86,0.32
andhra pradesh,visakhapatanam,2017,-1.240339,526625.9555,0.32
andhra pradesh,visakhapatanam,2018,-1.1766038,558861.6852,0.32
andhra pradesh,vizianagaram,2000,0.45466667,171092.868,0.32
andhra pradesh,vizianagaram,2004,-5.25,215454.7027,0.32
andhra pradesh,vizianagaram,2005,4.3733335,227456.699,0.32
andhra pradesh,vizianagaram,2006,2.71,251347.1421,0.32
andhra pradesh,vizianagaram,2007,3.4039998,282692.2057,0.32
andhra pradesh,vizianagaram,2008,3.5999999,289918.0575,0.32
andhra pradesh,vizianagaram,2009,3.8399999,309549.0583,0.32
andhra pradesh,vizianagaram,2010,3.5266666,330209.0565,0.32
andhra pradesh,vizianagaram,2011,2.0474999,339995.5242,0.32
andhra pradesh,vizianagaram,2012,0.0,341335.2232,0.32
andhra pradesh,vizianagaram,2013,2.6955554,360239.2258,0.32
andhra pradesh,vizianagaram,2014,-3.0964103,397063.8325,0.32
andhra pradesh,vizianagaram,2015,-4.0136843,446996.86,0.32
andhra pradesh,vizianagaram,2017,-3.6745,526625.9555,0.32
andhra pradesh,vizianagaram,2018,-3.4723077,558861.6852,0.32
andhra pradesh,west godavari,2000,3.3264999,171092.868,0.32
andhra pradesh,west godavari,2004,-8.1716671,215454.7027,0.32
andhra pradesh,west godavari,2005,1.6949999,227456.699,0.32
andhra pradesh,west godavari,2006,1.34,251347.1421,0.32
andhra pradesh,west godavari,2007,3.1199999,282692.2057,0.32
andhra pradesh,west godavari,2008,2.0333333,289918.0575,0.32
andhra pradesh,west godavari,2009,2.8,309549.0583,0.32
andhra pradesh,west godavari,2010,4.0466666,330209.0565,0.32
andhra pradesh,west godavari,2011,5.0559998,339995.5242,0.32
andhra pradesh,west godavari,2012,0.0,341335.2232,0.32
andhra pradesh,west godavari,2013,3.9323077,360239.2258,0.32
andhra pradesh,west godavari,2014,-4.7439022,397063.8325,0.32
andhra pradesh,west godavari,2015,-1.9254546,446996.86,0.32
andhra pradesh,west godavari,2017,-6.184,526625.9555,0.32
andhra pradesh,west godavari,2018,-6.8364286,558861.6852,0.32
andhra pradesh,y.s.r.,2000,10.189,171092.868,0.32
andhra pradesh,y.s.r.,2004,18.685001,215454.7027,0.32
andhra pradesh,y.s.r.,2005,7.6400003,227456.699,0.32
andhra pradesh,y.s.r.,2006,4.8854547,251347.1421,0.32
andhra pradesh,y.s.r.,2007,3.9949999,282692.2057,0.32
andhra pradesh,y.s.r.,2008,6.4822221,289918.0575,0.32
andhra pradesh,y.s.r.,2009,6.5109091,309549.0583,0.32
andhra pradesh,y.s.r.,2010,5.25,330209.0565,0.32
andhra pradesh,y.s.r.,2011,6.8711109,339995.5242,0.32
andhra pradesh,y.s.r.,2012,0.0,341335.2232,0.32
andhra pradesh,y.s.r.,2013,7.2633333,360239.2258,0.32
andhra pradesh,y.s.r.,2014,-1.2218181,397063.8325,0.32
andhra pradesh,y.s.r.,2015,1.0892309,446996.86,0.32
andhra pradesh,y.s.r.,2017,-1.273,526625.9555,0.32
andhra pradesh,y.s.r.,2018,-6.3345456,558861.6852,0.32
arunachal pradesh,changlang,2007,0.02,7949.949532,0.34
arunachal pradesh,changlang,2010,0.36000001,9720.172067,0.34
arunachal pradesh,changlang,2013,0.36000001,11226.44,0.34
arunachal pradesh,changlang,2015,-1.64,12889.06,0.34
arunachal pradesh,changlang,2016,0.0,13396.43,0.34
arunachal pradesh,changlang,2018,-2.3303585,14897.1,0.34
arunachal pradesh,east siang,2006,0.0,7098.091516,0.34
arunachal pradesh,east siang,2014,-1.3466667,13081.6,0.34
arunachal pradesh,east siang,2015,-0.67333335,12889.06,0.34
arunachal pradesh,east siang,2016,0.0,13396.43,0.34
arunachal pradesh,east siang,2018,-1.368235,14897.1,0.34
arunachal pradesh,lohit,2005,0.14,6734.071033,0.34
arunachal pradesh,lohit,2006,0.40000001,7098.091516,0.34
arunachal pradesh,lohit,2009,9.7399998,9317.62297,0.34
arunachal pradesh,lohit,2013,0.2,11226.44,0.34
arunachal pradesh,lohit,2015,-0.68000001,12889.06,0.34
arunachal pradesh,lohit,2016,0.0,13396.43,0.34
arunachal pradesh,lohit,2018,-0.28631732,14897.1,0.34
arunachal pradesh,lower subansiri,2016,0.0,13396.43,0.34
arunachal pradesh,papum pare,2006,0.02,7098.091516,0.34
arunachal pradesh,papum pare,2008,0.68000001,8603.642793,0.34
arunachal pradesh,papum pare,2014,0.22,13081.6,0.34
arunachal pradesh,papum pare,2015,0.13333334,12889.06,0.34
arunachal pradesh,papum pare,2016,0.0,13396.43,0.34
arunachal pradesh,papum pare,2017,-0.22334133,13922.63,0.34
arunachal pradesh,papum pare,2018,-0.83749801,14897.1,0.34
arunachal pradesh,tirap,2005,0.02,6734.071033,0.34
arunachal pradesh,tirap,2007,0.23999999,7949.949532,0.34
arunachal pradesh,tirap,2010,0.28,9720.172067,0.34
arunachal pradesh,tirap,2013,0.37,11226.44,0.34
arunachal pradesh,tirap,2015,-1.16,12889.06,0.34
arunachal pradesh,tirap,2016,0.0,13396.43,0.34
arunachal pradesh,tirap,2017,-0.21333334,13922.63,0.34
arunachal pradesh,tirap,2018,-0.93230009,14897.1,0.34
assam,baksa,2005,0.20666666,93914.59854,0.26
assam,baksa,2006,0.31,98155.9187,0.26
assam,baksa,2007,0.83999997,102351.887,0.26
assam,baksa,2014,0.78000003,146425.387,0.26
assam,baksa,2015,-0.69999999,167628.666,0.26
assam,baksa,2016,0.0,179631.8965,0.26
assam,baksa,2018,0.41667295,204627.0585,0.26
assam,barpeta,2005,0.72999996,93914.59854,0.26
assam,barpeta,2006,1.02,98155.9187,0.26
assam,barpeta,2007,0.22,102351.887,0.26
assam,barpeta,2011,2.5,129354.12,0.26
assam,barpeta,2012,2.6800001,132517.6,0.26
assam,barpeta,2014,-0.18000001,146425.387,0.26
assam,barpeta,2015,0.43333331,167628.666,0.26
assam,barpeta,2016,0.0,179631.8965,0.26
assam,barpeta,2018,-0.045366213,204627.0585,0.26
assam,bongaigaon,2005,0.2,93914.59854,0.26
assam,bongaigaon,2006,0.73000002,98155.9187,0.26
assam,bongaigaon,2007,0.89199996,102351.887,0.26
assam,bongaigaon,2010,0.20999999,124268.4082,0.26
assam,bongaigaon,2012,0.84000003,132517.6,0.26
assam,bongaigaon,2013,0.1,138724.76,0.26
assam,bongaigaon,2014,0.004999997,146425.387,0.26
assam,bongaigaon,2015,0.56,167628.666,0.26
assam,bongaigaon,2016,0.0,179631.8965,0.26
assam,bongaigaon,2018,-0.29064253,204627.0585,0.26
assam,cachar,2006,0.0,98155.9187,0.26
assam,cachar,2011,1.42,129354.12,0.26
assam,cachar,2014,-2.266,146425.387,0.26
assam,cachar,2015,-1.015,167628.666,0.26
assam,cachar,2016,0.0,179631.8965,0.26
assam,cachar,2017,0.16571428,195262.2821,0.26
assam,cachar,2018,-2.0748661,204627.0585,0.26
assam,chirang,2006,0.54666668,98155.9187,0.26
assam,chirang,2015,-1.1666666,167628.666,0.26
assam,chirang,2016,0.0,179631.8965,0.26
assam,darrang,2005,2.79,93914.59854,0.26
assam,darrang,2006,0.95500004,98155.9187,0.26
assam,darrang,2007,1.5650001,102351.887,0.26
assam,darrang,2008,0.69000006,108448.3451,0.26
assam,darrang,2012,2.22,132517.6,0.26
assam,darrang,2014,0.12500001,146425.387,0.26
assam,darrang,2015,0.71333331,167628.666,0.26
assam,darrang,2016,0.0,179631.8965,0.26
assam,darrang,2018,-0.71757138,204627.0585,0.26
assam,dhemaji,2005,0.33333334,93914.59854,0.26
assam,dhemaji,2006,0.61500001,98155.9187,0.26
assam,dhemaji,2007,2.9400001,102351.887,0.26
assam,dhemaji,2008,1.1799999,108448.3451,0.26
assam,dhemaji,2009,0.62,118440.3321,0.26
assam,dhemaji,2010,0.28,124268.4082,0.26
assam,dhemaji,2013,0.28,138724.76,0.26
assam,dhemaji,2014,-2.2175,146425.387,0.26
assam,dhemaji,2015,-0.3475,167628.666,0.26
assam,dhemaji,2016,0.0,179631.8965,0.26
assam,dhemaji,2017,7.6199999,195262.2821,0.26
assam,dhemaji,2018,0.0,204627.0585,0.26
assam,dhubri,2005,0.29333332,93914.59854,0.26
assam,dhubri,2006,0.47365472,98155.9187,0.26
assam,dhubri,2007,0.824,102351.887,0.26
assam,dhubri,2010,0.45000002,124268.4082,0.26
assam,dhubri,2013,0.43000001,138724.76,0.26
assam,dhubri,2014,1.3199999,146425.387,0.26
assam,dhubri,2015,0.19500001,167628.666,0.26
assam,dhubri,2016,0.0,179631.8965,0.26
assam,dhubri,2018,-0.19265012,204627.0585,0.26
assam,dibrugarh,2005,0.33200002,93914.59854,0.26
assam,dibrugarh,2007,0.47999999,102351.887,0.26
assam,dibrugarh,2008,0.31,108448.3451,0.26
assam,dibrugarh,2010,0.80000001,124268.4082,0.26
assam,dibrugarh,2012,0.9666667,132517.6,0.26
assam,dibrugarh,2013,0.99199998,138724.76,0.26
assam,dibrugarh,2014,-0.36666667,146425.387,0.26
assam,dibrugarh,2016,0.0,179631.8965,0.26
assam,dibrugarh,2017,-1.03,195262.2821,0.26
assam,dibrugarh,2018,-3.0367022,204627.0585,0.26
assam,goalpara,2005,0.07333333,93914.59854,0.26
assam,goalpara,2006,0.12,98155.9187,0.26
assam,goalpara,2007,1.8666667,102351.887,0.26
assam,goalpara,2008,2.3199999,108448.3451,0.26
assam,goalpara,2009,4.6599998,118440.3321,0.26
assam,goalpara,2014,-1.1314286,146425.387,0.26
assam,goalpara,2015,0.41999999,167628.666,0.26
assam,goalpara,2016,0.0,179631.8965,0.26
assam,goalpara,2018,-0.46822402,204627.0585,0.26
assam,golaghat,2005,0.21000001,93914.59854,0.26
assam,golaghat,2006,8.6199999,98155.9187,0.26
assam,golaghat,2007,0.059999999,102351.887,0.26
assam,golaghat,2008,0.23999999,108448.3451,0.26
assam,golaghat,2011,2.6800001,129354.12,0.26
assam,golaghat,2012,2.78,132517.6,0.26
assam,golaghat,2013,0.75999999,138724.76,0.26
assam,golaghat,2014,-1.8,146425.387,0.26
assam,golaghat,2015,1.332,167628.666,0.26
assam,golaghat,2016,0.0,179631.8965,0.26
assam,golaghat,2018,-2.5904965,204627.0585,0.26
assam,hailakandi,2007,1.14,102351.887,0.26
assam,hailakandi,2015,-0.54000002,167628.666,0.26
assam,hailakandi,2016,0.0,179631.8965,0.26
assam,hailakandi,2017,1.2966666,195262.2821,0.26
assam,hailakandi,2018,-1.4559274,204627.0585,0.26
assam,jorhat,2006,0.60000002,98155.9187,0.26
assam,jorhat,2007,0.12,102351.887,0.26
assam,jorhat,2014,1.1899999,146425.387,0.26
assam,jorhat,2015,1.24,167628.666,0.26
assam,jorhat,2016,0.0,179631.8965,0.26
assam,jorhat,2018,-2.5229695,204627.0585,0.26
assam,kamrup metropolitan,2005,0.40000001,93914.59854,0.26
assam,kamrup metropolitan,2006,0.039999999,98155.9187,0.26
assam,kamrup metropolitan,2007,0.18000001,102351.887,0.26
assam,kamrup metropolitan,2008,0.75999999,108448.3451,0.26
assam,kamrup metropolitan,2010,0.51999998,124268.4082,0.26
assam,kamrup metropolitan,2014,-1.4875001,146425.387,0.26
assam,kamrup metropolitan,2015,-1.4485714,167628.666,0.26
assam,kamrup metropolitan,2016,0.0,179631.8965,0.26
assam,kamrup metropolitan,2017,-2.73,195262.2821,0.26
assam,kamrup metropolitan,2018,-1.2184283,204627.0585,0.26
assam,kamrup,2005,0.95599997,93914.59854,0.26
assam,kamrup,2006,1.04,98155.9187,0.26
assam,kamrup,2007,2.1559999,102351.887,0.26
assam,kamrup,2008,1.7550001,108448.3451,0.26
assam,kamrup,2009,0.039999999,118440.3321,0.26
assam,kamrup,2010,0.14999999,124268.4082,0.26
assam,kamrup,2011,0.68000001,129354.12,0.26
assam,kamrup,2012,0.63999999,132517.6,0.26
assam,kamrup,2013,0.49333334,138724.76,0.26
assam,kamrup,2014,-0.87111109,146425.387,0.26
assam,kamrup,2015,1.22,167628.666,0.26
assam,kamrup,2016,0.0,179631.8965,0.26
assam,kamrup,2018,-1.5104682,204627.0585,0.26
assam,karbi anglong,2005,0.65000004,93914.59854,0.26
assam,karbi anglong,2006,3.5450001,98155.9187,0.26
assam,karbi anglong,2007,0.43333334,102351.887,0.26
assam,karbi anglong,2008,6.2349997,108448.3451,0.26
assam,karbi anglong,2009,0.40000001,118440.3321,0.26
assam,karbi anglong,2011,1.8000001,129354.12,0.26
assam,karbi anglong,2012,1.22,132517.6,0.26
assam,karbi anglong,2014,-0.24235293,146425.387,0.26
assam,karbi anglong,2015,0.602,167628.666,0.26
assam,karbi anglong,2016,0.0,179631.8965,0.26
assam,karbi anglong,2017,5.2121067,195262.2821,0.26
assam,karbi anglong,2018,-1.9422753,204627.0585,0.26
assam,karimganj,2007,0.18000001,102351.887,0.26
assam,karimganj,2008,0.18000001,108448.3451,0.26
assam,karimganj,2009,0.64999998,118440.3321,0.26
assam,karimganj,2010,0.14,124268.4082,0.26
assam,karimganj,2013,0.14,138724.76,0.26
assam,karimganj,2014,-1.5,146425.387,0.26
assam,karimganj,2015,-0.90799999,167628.666,0.26
assam,karimganj,2017,0.29333332,195262.2821,0.26
assam,karimganj,2018,-3.3697867,204627.0585,0.26
assam,kokrajhar,2005,0.02,93914.59854,0.26
assam,kokrajhar,2006,0.34999999,98155.9187,0.26
assam,kokrajhar,2007,0.27000001,102351.887,0.26
assam,kokrajhar,2014,-0.55000001,146425.387,0.26
assam,kokrajhar,2015,-1.1,167628.666,0.26
assam,kokrajhar,2016,0.0,179631.8965,0.26
assam,lakhimpur,2005,0.60666668,93914.59854,0.26
assam,lakhimpur,2006,0.25,98155.9187,0.26
assam,lakhimpur,2008,0.5,108448.3451,0.26
assam,lakhimpur,2009,0.97000003,118440.3321,0.26
assam,lakhimpur,2010,0.36000001,124268.4082,0.26
assam,lakhimpur,2013,0.25999999,138724.76,0.26
assam,lakhimpur,2014,-0.64769232,146425.387,0.26
assam,lakhimpur,2015,0.75199997,167628.666,0.26
assam,lakhimpur,2016,0.0,179631.8965,0.26
assam,lakhimpur,2017,-0.99773532,195262.2821,0.26
assam,lakhimpur,2018,-0.053881582,204627.0585,0.26
assam,marigaon,2005,0.18000001,93914.59854,0.26
assam,marigaon,2006,0.60000002,98155.9187,0.26
assam,marigaon,2007,0.36666667,102351.887,0.26
assam,marigaon,2008,0.47999999,108448.3451,0.26
assam,marigaon,2010,0.89999998,124268.4082,0.26
assam,marigaon,2013,0.88,138724.76,0.26
assam,marigaon,2014,-0.61199999,146425.387,0.26
assam,marigaon,2015,0.51999998,167628.666,0.26
assam,marigaon,2016,0.0,179631.8965,0.26
assam,marigaon,2017,1.7622356,195262.2821,0.26
assam,marigaon,2018,-3.6720576,204627.0585,0.26
assam,nagaon,2005,0.61500001,93914.59854,0.26
assam,nagaon,2006,0.54666668,98155.9187,0.26
assam,nagaon,2007,1.152,102351.887,0.26
assam,nagaon,2008,1.0600001,108448.3451,0.26
assam,nagaon,2009,1.906,118440.3321,0.26
assam,nagaon,2010,1.25,124268.4082,0.26
assam,nagaon,2011,0.63,129354.12,0.26
assam,nagaon,2012,0.76999998,132517.6,0.26
assam,nagaon,2013,0.22,138724.76,0.26
assam,nagaon,2014,0.22923075,146425.387,0.26
assam,nagaon,2015,-0.85263157,167628.666,0.26
assam,nagaon,2016,0.0,179631.8965,0.26
assam,nagaon,2017,1.3990105,195262.2821,0.26
assam,nagaon,2018,-2.0565562,204627.0585,0.26
assam,nalbari,2005,2.6199999,93914.59854,0.26
assam,nalbari,2006,2.6600001,98155.9187,0.26
assam,nalbari,2007,0.54000002,102351.887,0.26
assam,nalbari,2008,2.0599999,108448.3451,0.26
assam,nalbari,2012,1.66,132517.6,0.26
assam,nalbari,2015,2.0,167628.666,0.26
assam,nalbari,2016,0.0,179631.8965,0.26
assam,nalbari,2018,-0.14703436,204627.0585,0.26
assam,sivasagar,2005,0.039999999,93914.59854,0.26
assam,sivasagar,2006,1.1900001,98155.9187,0.26
assam,sivasagar,2007,0.32571429,102351.887,0.26
assam,sivasagar,2010,1.0,124268.4082,0.26
assam,sivasagar,2013,1.0,138724.76,0.26
assam,sivasagar,2014,-0.91499996,146425.387,0.26
assam,sivasagar,2015,-0.62333339,167628.666,0.26
assam,sivasagar,2016,0.0,179631.8965,0.26
assam,sonitpur,2005,0.56666666,93914.59854,0.26
assam,sonitpur,2006,0.16,98155.9187,0.26
assam,sonitpur,2008,1.8100001,108448.3451,0.26
assam,sonitpur,2009,2.7133334,118440.3321,0.26
assam,sonitpur,2014,-3.02,146425.387,0.26
assam,sonitpur,2015,-0.16909091,167628.666,0.26
assam,sonitpur,2016,0.0,179631.8965,0.26
assam,sonitpur,2017,-1.1446154,195262.2821,0.26
assam,sonitpur,2018,0.0,204627.0585,0.26
assam,tinsukia,2005,0.22,93914.59854,0.26
assam,tinsukia,2007,1.4466666,102351.887,0.26
assam,tinsukia,2008,0.22,108448.3451,0.26
assam,tinsukia,2009,0.039999999,118440.3321,0.26
assam,tinsukia,2010,0.59333336,124268.4082,0.26
assam,tinsukia,2012,0.51999998,132517.6,0.26
assam,tinsukia,2013,1.3066667,138724.76,0.26
assam,tinsukia,2014,-3.4085712,146425.387,0.26
assam,tinsukia,2016,0.0,179631.8965,0.26
assam,tinsukia,2017,-2.5279999,195262.2821,0.26
assam,tinsukia,2018,-3.0073349,204627.0585,0.26
assam,udalguri,2005,0.14666666,93914.59854,0.26
assam,udalguri,2006,1.1440001,98155.9187,0.26
assam,udalguri,2007,1.4466666,102351.887,0.26
assam,udalguri,2008,0.44666666,108448.3451,0.26
assam,udalguri,2014,-0.15199998,146425.387,0.26
assam,udalguri,2015,-0.47111112,167628.666,0.26
assam,udalguri,2016,0.0,179631.8965,0.26
assam,udalguri,2018,-0.72540426,204627.0585,0.26
