state,district,year,residualsodiumcarbonate
Haryana,Ambala,2009,4.6654544
Haryana,Ambala,2010,8.3699999
Haryana,Ambala,2012,6.0145454
Haryana,Ambala,2013,5.52
Haryana,Ambala,2014,-3.2969229
Haryana,Ambala,2015,12.59
Haryana,Ambala,2016,4.3200002
Haryana,Ambala,2018,0.0
Haryana,Bhiwani,2000,7.3900003
Haryana,Bhiwani,2004,7.1444445
Haryana,Bhiwani,2005,11.073333
Haryana,Bhiwani,2006,9.9628572
Haryana,Bhiwani,2007,2.835
Haryana,Bhiwani,2008,9.9405947
Haryana,Bhiwani,2009,11.213333
Haryana,Bhiwani,2010,11.728889
Haryana,Bhiwani,2012,7.8266468
Haryana,Bhiwani,2013,12.435
Haryana,Bhiwani,2014,-11.499259
Haryana,Bhiwani,2015,-11.448387
Haryana,Bhiwani,2016,-2.3199999
Haryana,Bhiwani,2018,0.0
Haryana,Faridabad,2000,0.44
Haryana,Faridabad,2008,13.3
Haryana,Faridabad,2009,7.1766796
Haryana,Faridabad,2010,1.7543788
Haryana,Faridabad,2013,17.085001
Haryana,Faridabad,2014,-3.3533335
Haryana,Faridabad,2016,-0.059999943
Haryana,Faridabad,2018,0.0
Haryana,Fatehabad,2000,7.8599997
Haryana,Fatehabad,2004,13.360001
Haryana,Fatehabad,2005,15.22
Haryana,Fatehabad,2006,27.93
Haryana,Fatehabad,2007,12.04
Haryana,Fatehabad,2008,25.52
Haryana,Fatehabad,2009,9.1000004
Haryana,Fatehabad,2010,3.48
Haryana,Fatehabad,2012,2.1500001
Haryana,Fatehabad,2014,-12.400001
Haryana,Fatehabad,2015,-33.029999
Haryana,Fatehabad,2018,0.0
Haryana,Gurgaon,2000,4.2733331
Haryana,Gurgaon,2004,3.78
Haryana,Gurgaon,2005,10.38
Haryana,Gurgaon,2007,1.1527017
Haryana,Gurgaon,2008,16.573334
Haryana,Gurgaon,2010,1.5500001
Haryana,Gurgaon,2012,5.6466832
Haryana,Gurgaon,2013,7.9356604
Haryana,Gurgaon,2014,-9.8940001
Haryana,Gurgaon,2015,11.38
Haryana,Gurgaon,2016,-11.993334
Haryana,Gurgaon,2018,0.0
Haryana,Hisar,2000,6.5999999
Haryana,Hisar,2001,11.66
Haryana,Hisar,2004,2.5
Haryana,Hisar,2005,4.875
Haryana,Hisar,2006,4.1350002
Haryana,Hisar,2007,5.75
Haryana,Hisar,2008,6.54
Haryana,Hisar,2009,2.5650001
Haryana,Hisar,2010,4.9839997
Haryana,Hisar,2012,7.4742856
Haryana,Hisar,2013,3.25
Haryana,Hisar,2014,-15.571818
Haryana,Hisar,2015,-12.348333
Haryana,Hisar,2016,-1.75
Haryana,Hisar,2018,0.0
Haryana,Jhajjar,2000,7.6199999
Haryana,Jhajjar,2004,4.79
Haryana,Jhajjar,2005,5.8066669
Haryana,Jhajjar,2006,3.1960001
Haryana,Jhajjar,2007,3.3899999
Haryana,Jhajjar,2008,4.3000002
Haryana,Jhajjar,2009,2.98
Haryana,Jhajjar,2010,5.1300001
Haryana,Jhajjar,2013,4.4266667
Haryana,Jhajjar,2014,-20.033751
Haryana,Jhajjar,2015,-14.069411
Haryana,Jhajjar,2016,38.240002
Haryana,Jhajjar,2018,0.0
Haryana,Jind,2000,4.0703559
Haryana,Jind,2001,8.46
Haryana,Jind,2004,9.7514286
Haryana,Jind,2005,11.576364
Haryana,Jind,2006,6.4675002
Haryana,Jind,2007,11.888572
Haryana,Jind,2008,11.512
Haryana,Jind,2009,13.565001
Haryana,Jind,2010,6.3177776
Haryana,Jind,2012,12.204
Haryana,Jind,2013,6.6666665
Haryana,Jind,2014,-1.1738464
Haryana,Jind,2015,-1.7816666
Haryana,Jind,2016,12.08
Haryana,Jind,2018,0.0
Haryana,Kaithal,2000,4.0799999
Haryana,Kaithal,2001,5.52
Haryana,Kaithal,2002,7.4358811
Haryana,Kaithal,2004,6.3763947
Haryana,Kaithal,2005,1.1950001
Haryana,Kaithal,2006,11.68
Haryana,Kaithal,2007,3.28
Haryana,Kaithal,2008,14.545
Haryana,Kaithal,2009,9.1833334
Haryana,Kaithal,2010,5.9066668
Haryana,Kaithal,2012,12.275556
Haryana,Kaithal,2013,6.0325699
Haryana,Kaithal,2014,3.4536841
Haryana,Kaithal,2015,-2.241111
Haryana,Kaithal,2018,0.0
Haryana,Karnal,2000,5.0744443
Haryana,Karnal,2001,4.6799998
Haryana,Karnal,2004,9.6433334
Haryana,Karnal,2005,3.9300001
Haryana,Karnal,2006,4.7919998
Haryana,Karnal,2007,4.0506668
Haryana,Karnal,2008,3.3434029
Haryana,Karnal,2009,4.5716667
Haryana,Karnal,2010,7.2298775
Haryana,Karnal,2012,4.208797
Haryana,Karnal,2013,4.5585713
Haryana,Karnal,2014,3.9896774
Haryana,Karnal,2016,1.5285715
Haryana,Karnal,2018,0.0
Haryana,Kurukshetra,2000,6.2633333
Haryana,Kurukshetra,2001,2.7885125
Haryana,Kurukshetra,2002,6.0927272
Haryana,Kurukshetra,2005,11.04
Haryana,Kurukshetra,2007,12.405001
Haryana,Kurukshetra,2008,6.9899998
Haryana,Kurukshetra,2009,4.8728089
Haryana,Kurukshetra,2010,6.9678879
Haryana,Kurukshetra,2012,4.0323606
Haryana,Kurukshetra,2013,3.974
Haryana,Kurukshetra,2014,4.5987501
Haryana,Kurukshetra,2015,7.5599999
Haryana,Kurukshetra,2016,3.9099998
Haryana,Kurukshetra,2018,0.0
Haryana,Mahendragarh,2000,8.3150005
Haryana,Mahendragarh,2001,5.29
Haryana,Mahendragarh,2002,7.2199998
Haryana,Mahendragarh,2004,5.23
Haryana,Mahendragarh,2005,8.75
Haryana,Mahendragarh,2006,18.799999
Haryana,Mahendragarh,2007,18.57
Haryana,Mahendragarh,2008,1.9813794
Haryana,Mahendragarh,2009,9.1400003
Haryana,Mahendragarh,2010,2.7
Haryana,Mahendragarh,2011,16.32
Haryana,Mahendragarh,2012,15.83
Haryana,Mahendragarh,2013,3.98
Haryana,Mahendragarh,2014,-3.1199999
Haryana,Mahendragarh,2015,0.39000005
Haryana,Mahendragarh,2018,0.0
Haryana,Nuh,2000,11.82
Haryana,Nuh,2004,9.585
Haryana,Nuh,2005,6.77
Haryana,Nuh,2006,7.7066669
Haryana,Nuh,2007,16.76
Haryana,Nuh,2008,5.29
Haryana,Nuh,2009,9.0
Haryana,Nuh,2012,0.31999999
Haryana,Nuh,2014,-5.8955555
Haryana,Nuh,2016,-4.1799998
Haryana,Nuh,2018,0.0
Haryana,Palwal,2000,8.9250002
Haryana,Palwal,2001,8.9250002
Haryana,Palwal,2004,10.74
Haryana,Palwal,2005,11.02
Haryana,Palwal,2006,7.9320002
Haryana,Palwal,2007,13.76
Haryana,Palwal,2008,11.0075
Haryana,Palwal,2009,11.25
Haryana,Palwal,2010,8.1571064
Haryana,Palwal,2012,4.0986266
Haryana,Palwal,2013,8.0900002
Haryana,Palwal,2014,-13.440001
Haryana,Palwal,2018,0.0
Haryana,Panchkula,2000,0.059999999
Haryana,Panchkula,2001,0.28
Haryana,Panchkula,2002,1.78
Haryana,Panchkula,2004,1.1
Haryana,Panchkula,2005,0.22
Haryana,Panchkula,2006,1.3
Haryana,Panchkula,2009,0.78999996
Haryana,Panchkula,2010,1.61
Haryana,Panchkula,2012,2.2
Haryana,Panchkula,2013,1.2733333
Haryana,Panchkula,2014,-2.4066665
Haryana,Panchkula,2015,1.7088889
Haryana,Panchkula,2018,0.0
Haryana,Panipat,2000,5.8080001
Haryana,Panipat,2001,1.0799999
Haryana,Panipat,2004,9.0799999
Haryana,Panipat,2005,1.9
Haryana,Panipat,2006,10.193334
Haryana,Panipat,2007,2.7866666
Haryana,Panipat,2008,8.5599995
Haryana,Panipat,2009,7.2171426
Haryana,Panipat,2010,1.3089103
Haryana,Panipat,2012,6.0
Haryana,Panipat,2013,4.4590893
Haryana,Panipat,2014,3.6342859
Haryana,Panipat,2015,0.75800002
Haryana,Panipat,2016,4.7733331
Haryana,Panipat,2018,0.0
Haryana,Rewari,2000,5.6999998
Haryana,Rewari,2001,0.14
Haryana,Rewari,2004,4.4520001
Haryana,Rewari,2005,9.3600006
Haryana,Rewari,2006,6.5285716
Haryana,Rewari,2007,6.373333
Haryana,Rewari,2008,17.154999
Haryana,Rewari,2009,7.0733333
Haryana,Rewari,2010,6.2799997
Haryana,Rewari,2012,7.8066664
Haryana,Rewari,2013,8.6599998
Haryana,Rewari,2014,2.1860001
Haryana,Rewari,2016,-138.38
Haryana,Rewari,2018,0.0
Haryana,Rohtak,2000,5.21
Haryana,Rohtak,2004,4.4349999
Haryana,Rohtak,2005,7.04
Haryana,Rohtak,2007,6.52
Haryana,Rohtak,2008,16.98
Haryana,Rohtak,2009,7.184
Haryana,Rohtak,2010,2.872
Haryana,Rohtak,2012,11.034286
Haryana,Rohtak,2013,3.7700002
Haryana,Rohtak,2014,-6.4200001
Haryana,Rohtak,2015,-9.0092306
Haryana,Rohtak,2018,0.0
Haryana,Sirsa,2000,5.4733334
Haryana,Sirsa,2004,8.4775
Haryana,Sirsa,2005,15.768333
Haryana,Sirsa,2006,9.75
Haryana,Sirsa,2007,1.8333334
Haryana,Sirsa,2008,11.56
Haryana,Sirsa,2009,14.828571
Haryana,Sirsa,2010,8.3688889
Haryana,Sirsa,2012,3.7
Haryana,Sirsa,2013,5.9466667
Haryana,Sirsa,2014,-13.7864
Haryana,Sirsa,2016,-21.786667
Haryana,Sirsa,2018,0.0
Haryana,Sonipat,2000,8.3800001
Haryana,Sonipat,2001,0.46000001
Haryana,Sonipat,2004,4.0120001
Haryana,Sonipat,2005,0.97333336
Haryana,Sonipat,2006,10.006
Haryana,Sonipat,2007,4.4961143
Haryana,Sonipat,2008,6.5865674
Haryana,Sonipat,2009,7.52
Haryana,Sonipat,2010,4.8740001
Haryana,Sonipat,2012,5.5596929
Haryana,Sonipat,2013,4.9925003
Haryana,Sonipat,2014,1.0930769
Haryana,Sonipat,2015,-5.7459998
Haryana,Sonipat,2016,-6.5799999
Haryana,Sonipat,2018,0.0
Haryana,Yamunanagar,2000,2.6371429
Haryana,Yamunanagar,2001,0.94
Haryana,Yamunanagar,2002,1.3149999
Haryana,Yamunanagar,2004,2.8805237
Haryana,Yamunanagar,2005,1.2919999
Haryana,Yamunanagar,2006,3.2639999
Haryana,Yamunanagar,2007,2.7422223
Haryana,Yamunanagar,2008,3.02
Haryana,Yamunanagar,2009,2.3099999
Haryana,Yamunanagar,2010,3.7885714
Haryana,Yamunanagar,2012,2.8733335
Haryana,Yamunanagar,2013,2.4319999
Haryana,Yamunanagar,2014,2.9466667
Haryana,Yamunanagar,2016,-1.29
Haryana,Yamunanagar,2018,0.0
Himachal Pradesh,Chamba,2018,0.0
Himachal Pradesh,Hamirpur,2005,-2.3
Himachal Pradesh,Hamirpur,2007,-0.82499999
Himachal Pradesh,Hamirpur,2013,-1.765
Himachal Pradesh,Hamirpur,2016,-1.7079089
Himachal Pradesh,Kangra,2000,-0.93888891
Himachal Pradesh,Kangra,2002,-0.57999998
Himachal Pradesh,Kangra,2003,-1.102
Himachal Pradesh,Kangra,2004,-0.84083337
Himachal Pradesh,Kangra,2005,-0.94695652
Himachal Pradesh,Kangra,2006,-1.296923
Himachal Pradesh,Kangra,2007,-1.2127273
Himachal Pradesh,Kangra,2008,-1.2817391
Himachal Pradesh,Kangra,2009,-0.092499994
Himachal Pradesh,Kangra,2010,-0.96347827
Himachal Pradesh,Kangra,2011,0.39520001
Himachal Pradesh,Kangra,2012,0.1375
Himachal Pradesh,Kangra,2013,-1.0200001
Himachal Pradesh,Kangra,2014,-1.332
Himachal Pradesh,Kangra,2015,-1.0855556
Himachal Pradesh,Kangra,2018,0.0
Himachal Pradesh,Kullu,2001,-2.0
Himachal Pradesh,Kullu,2002,-2.99
Himachal Pradesh,Kullu,2003,-2.9933333
Himachal Pradesh,Kullu,2005,-2.0599999
Himachal Pradesh,Kullu,2006,-2.1466668
Himachal Pradesh,Kullu,2007,-2.3999999
Himachal Pradesh,Kullu,2008,-2.5999999
Himachal Pradesh,Kullu,2009,-1.3200001
Himachal Pradesh,Kullu,2010,-0.20666665
Himachal Pradesh,Kullu,2011,-1.4466667
Himachal Pradesh,Kullu,2012,-3.5266666
Himachal Pradesh,Kullu,2018,0.0
Himachal Pradesh,Mandi,2002,-2.2088888
Himachal Pradesh,Mandi,2003,-1.8844445
Himachal Pradesh,Mandi,2004,0.2422222
Himachal Pradesh,Mandi,2005,-1.4555556
Himachal Pradesh,Mandi,2006,-1.0022222
Himachal Pradesh,Mandi,2007,-2.3857143
Himachal Pradesh,Mandi,2008,-2.5111113
Himachal Pradesh,Mandi,2009,-1.3444445
Himachal Pradesh,Mandi,2010,-0.41
Himachal Pradesh,Mandi,2011,-1.5355556
Himachal Pradesh,Mandi,2012,-2.05
Himachal Pradesh,Mandi,2014,-4.3000002
Himachal Pradesh,Mandi,2015,-4.8200002
Himachal Pradesh,Mandi,2018,0.0
Himachal Pradesh,Sirmaur,2003,-2.8828571
Himachal Pradesh,Sirmaur,2004,-1.26
Himachal Pradesh,Sirmaur,2005,-0.99999994
Himachal Pradesh,Sirmaur,2006,-1.8745455
Himachal Pradesh,Sirmaur,2007,-1.8046154
Himachal Pradesh,Sirmaur,2008,-1.3133333
Himachal Pradesh,Sirmaur,2009,-0.26499999
Himachal Pradesh,Sirmaur,2010,-0.92199999
Himachal Pradesh,Sirmaur,2011,-1.2527273
Himachal Pradesh,Sirmaur,2012,-0.64909089
Himachal Pradesh,Sirmaur,2014,-1.382
Himachal Pradesh,Sirmaur,2015,-1.9488889
Himachal Pradesh,Sirmaur,2018,0.0
Himachal Pradesh,Solan,2000,0.021666687
Himachal Pradesh,Solan,2001,-0.024000002
Himachal Pradesh,Solan,2002,-0.74923074
Himachal Pradesh,Solan,2003,-0.090909101
Himachal Pradesh,Solan,2004,-1.0183333
Himachal Pradesh,Solan,2005,1.058
Himachal Pradesh,Solan,2006,-0.023636367
Himachal Pradesh,Solan,2007,0.18222225
Himachal Pradesh,Solan,2008,-1.064
Himachal Pradesh,Solan,2009,0.44400001
Himachal Pradesh,Solan,2010,-0.115
Himachal Pradesh,Solan,2011,-0.72909093
Himachal Pradesh,Solan,2012,-0.12545456
Himachal Pradesh,Solan,2014,-1.7828572
Himachal Pradesh,Solan,2015,-2.3540001
Himachal Pradesh,Solan,2018,0.0
Himachal Pradesh,Una,2000,-1.4933333
Himachal Pradesh,Una,2002,4.3000002
Himachal Pradesh,Una,2003,-1.3505263
Himachal Pradesh,Una,2004,-1.4044445
Himachal Pradesh,Una,2005,-2.4960001
Himachal Pradesh,Una,2006,-1.1788235
Himachal Pradesh,Una,2007,-1.1723809
Himachal Pradesh,Una,2008,-1.5980952
Himachal Pradesh,Una,2009,-1.075
Himachal Pradesh,Una,2010,-1.8011111
Himachal Pradesh,Una,2011,-0.66736841
Himachal Pradesh,Una,2012,-1.2329412
Himachal Pradesh,Una,2013,-1.8988888
Himachal Pradesh,Una,2014,-1.3544445
Himachal Pradesh,Una,2015,-1.3793334
Himachal Pradesh,Una,2018,0.0
Jammu And Kashmir,Anantnag,2012,5.9000001
Jammu And Kashmir,Anantnag,2013,-2.8
Jammu And Kashmir,Anantnag,2014,-3.8
Jammu And Kashmir,Anantnag,2015,-0.80000001
Jammu And Kashmir,Baramulla,2013,-1.3311112
Jammu And Kashmir,Baramulla,2014,-0.57999998
Jammu And Kashmir,Baramulla,2015,-0.56749994
Jammu And Kashmir,Jammu,2000,1.7763636
Jammu And Kashmir,Jammu,2001,1.9688889
Jammu And Kashmir,Jammu,2002,2.4625001
Jammu And Kashmir,Jammu,2004,2.95875
Jammu And Kashmir,Jammu,2005,3.7983334
Jammu And Kashmir,Jammu,2006,2.2447059
Jammu And Kashmir,Jammu,2007,3.01
Jammu And Kashmir,Jammu,2008,2.47
Jammu And Kashmir,Jammu,2009,2.8013334
Jammu And Kashmir,Jammu,2010,2.2657142
Jammu And Kashmir,Jammu,2012,2.6400001
Jammu And Kashmir,Jammu,2013,-0.63893616
Jammu And Kashmir,Jammu,2014,-0.29555556
Jammu And Kashmir,Jammu,2015,0.007252754
Jammu And Kashmir,Jammu,2016,0.0
Jammu And Kashmir,Kathua,2000,2.7739999
Jammu And Kashmir,Kathua,2001,1.6833333
Jammu And Kashmir,Kathua,2002,0.91600001
Jammu And Kashmir,Kathua,2003,1.016
Jammu And Kashmir,Kathua,2004,1.5836364
Jammu And Kashmir,Kathua,2005,1.1763636
Jammu And Kashmir,Kathua,2006,1.4657143
Jammu And Kashmir,Kathua,2007,1.175
Jammu And Kashmir,Kathua,2008,2.1984615
Jammu And Kashmir,Kathua,2009,1.7847059
Jammu And Kashmir,Kathua,2010,1.8081819
Jammu And Kashmir,Kathua,2012,0.86117649
Jammu And Kashmir,Kathua,2013,-0.65318179
Jammu And Kashmir,Kathua,2014,-0.53347826
Jammu And Kashmir,Kathua,2015,-0.92409092
Jammu And Kashmir,Kathua,2016,0.0
Jammu And Kashmir,Kupwara,2013,-2.3759999
Jammu And Kashmir,Kupwara,2014,-2.2228572
Jammu And Kashmir,Kupwara,2015,-2.0999999
Jammu And Kashmir,Poonch,2004,4.1999998
Jammu And Kashmir,Poonch,2005,0.60000002
Jammu And Kashmir,Poonch,2006,0.40000001
Jammu And Kashmir,Poonch,2008,1.38
Jammu And Kashmir,Poonch,2009,1.78
Jammu And Kashmir,Poonch,2010,2.1800001
Jammu And Kashmir,Poonch,2012,1.29
Jammu And Kashmir,Poonch,2013,0.63
Jammu And Kashmir,Poonch,2014,-0.88999999
Jammu And Kashmir,Poonch,2015,-0.69
Jammu And Kashmir,Pulwama,2004,2.0
Jammu And Kashmir,Pulwama,2012,2.1199999
Jammu And Kashmir,Pulwama,2013,-2.9960001
Jammu And Kashmir,Pulwama,2014,-0.28800008
Jammu And Kashmir,Pulwama,2015,-1.38
Jammu And Kashmir,Rajauri,2000,0.26666668
Jammu And Kashmir,Rajauri,2001,0.079999998
Jammu And Kashmir,Rajauri,2002,0.2
Jammu And Kashmir,Rajauri,2003,14.48
Jammu And Kashmir,Rajauri,2004,1.13
Jammu And Kashmir,Rajauri,2005,0.40666667
Jammu And Kashmir,Rajauri,2006,0.25
Jammu And Kashmir,Rajauri,2007,0.60500002
Jammu And Kashmir,Rajauri,2008,0.19
Jammu And Kashmir,Rajauri,2009,0.97600001
Jammu And Kashmir,Rajauri,2010,0.99600005
Jammu And Kashmir,Rajauri,2012,0.86222225
Jammu And Kashmir,Rajauri,2013,0.46888891
Jammu And Kashmir,Rajauri,2014,-1.158
Jammu And Kashmir,Rajauri,2015,0.11714284
Jammu And Kashmir,Rajouri,2000,0.40000001
Jammu And Kashmir,Rajouri,2007,0.80000001
Jammu And Kashmir,Rajouri,2008,0.2
Jammu And Kashmir,Rajouri,2013,1.0
Jammu And Kashmir,Rajouri,2014,-2.79
Jammu And Kashmir,Rajouri,2015,0.49000001
Jammu And Kashmir,Reasi,2004,1.0700001
Jammu And Kashmir,Reasi,2005,0.47000003
Jammu And Kashmir,Reasi,2007,0.2
Jammu And Kashmir,Reasi,2008,0.38
Jammu And Kashmir,Reasi,2009,0.18000001
Jammu And Kashmir,Reasi,2010,0.40000001
Jammu And Kashmir,Reasi,2013,6.0466666
Jammu And Kashmir,Reasi,2014,-0.21000001
Jammu And Kashmir,Reasi,2015,-1.0525
Jammu And Kashmir,ReasiÃ‚Â ,2015,-0.2
Jammu And Kashmir,Srinagar,2013,-0.69999999
Jammu And Kashmir,Srinagar,2014,-0.18000001
Jammu And Kashmir,Srinagar,2015,-1.8
Jammu And Kashmir,Udhampur,2001,0.51999998
Jammu And Kashmir,Udhampur,2002,1.92
Jammu And Kashmir,Udhampur,2003,0.86999995
Jammu And Kashmir,Udhampur,2004,3.9159999
Jammu And Kashmir,Udhampur,2005,4.3000002
Jammu And Kashmir,Udhampur,2006,4.5333333
Jammu And Kashmir,Udhampur,2007,2.8899999
Jammu And Kashmir,Udhampur,2008,2.645
Jammu And Kashmir,Udhampur,2009,1.41
Jammu And Kashmir,Udhampur,2010,3.5066667
Jammu And Kashmir,Udhampur,2012,1.02
Jammu And Kashmir,Udhampur,2013,-1.865
Jammu And Kashmir,Udhampur,2014,-1.3088888
Jammu And Kashmir,Udhampur,2015,-0.43882349
Jharkhand,Bokaro,2007,-4.204
Jharkhand,Bokaro,2008,2.8199999
Jharkhand,Bokaro,2009,1.96
Jharkhand,Bokaro,2012,0.039999999
Jharkhand,Bokaro,2013,0.059999999
Jharkhand,Chatra,2004,3.8799999
Jharkhand,Chatra,2008,2.1900001
Jharkhand,Chatra,2009,3.48
Jharkhand,Chatra,2010,0.47999999
Jharkhand,Chatra,2011,1.6300001
Jharkhand,Chatra,2012,2.2
Jharkhand,Chatra,2013,1.5666667
Jharkhand,Deoghar,2000,2.8
Jharkhand,Deoghar,2004,1.38
Jharkhand,Deoghar,2009,0.02
Jharkhand,Deoghar,2010,6.3400002
Jharkhand,Deoghar,2011,0.53000003
Jharkhand,Deoghar,2013,0.0
Jharkhand,Dhanbad,2000,1.3019737
Jharkhand,Dhanbad,2007,-6.5950003
Jharkhand,Dhanbad,2009,5.3600001
Jharkhand,Dhanbad,2011,3.28
Jharkhand,Dhanbad,2012,0.80000001
Jharkhand,Dhanbad,2013,0.75999999
Jharkhand,Dhanbad,2018,0.0
Jharkhand,Dumka,2005,2.0
Jharkhand,Dumka,2006,2.5799999
Jharkhand,Dumka,2008,0.0
Jharkhand,Dumka,2009,0.94666666
Jharkhand,Dumka,2010,2.46
Jharkhand,Dumka,2011,2.22
Jharkhand,Dumka,2012,1.22
Jharkhand,Dumka,2013,1.0700001
Jharkhand,Garhwa,2009,0.40000001
Jharkhand,Garhwa,2010,2.1600001
Jharkhand,Garhwa,2011,2.1600001
Jharkhand,Garhwa,2018,0.0
Jharkhand,Giridih,2000,4.21
Jharkhand,Giridih,2004,0.80000001
Jharkhand,Giridih,2008,1.28
Jharkhand,Giridih,2010,0.46000001
Jharkhand,Giridih,2012,4.1999998
Jharkhand,Godda,2000,4.1999998
Jharkhand,Godda,2004,1.3000001
Jharkhand,Godda,2012,1.5133333
Jharkhand,Godda,2013,3.5799999
Jharkhand,Gumla,2007,6.0249996
Jharkhand,Gumla,2008,0.2
Jharkhand,Gumla,2009,0.70999998
Jharkhand,Gumla,2010,0.14
Jharkhand,Gumla,2011,0.14
Jharkhand,Gumla,2012,0.66666663
Jharkhand,Gumla,2013,0.68666667
Jharkhand,Hazaribagh,2004,2.54
Jharkhand,Hazaribagh,2007,-0.2
Jharkhand,Hazaribagh,2008,0.12
Jharkhand,Hazaribagh,2009,0.34
Jharkhand,Hazaribagh,2010,0.41999999
Jharkhand,Hazaribagh,2012,2.0
Jharkhand,Hazaribagh,2013,1.5500001
Jharkhand,Jamtara,2000,0.80000001
Jharkhand,Jamtara,2007,-6.1199999
Jharkhand,Jamtara,2010,0.62
Jharkhand,Khunti,2007,1.99
Jharkhand,Khunti,2010,0.02
Jharkhand,Khunti,2011,0.02
Jharkhand,Khunti,2012,3.26
Jharkhand,Khunti,2013,4.0700002
Jharkhand,Koderma,2004,2.4200001
Jharkhand,Koderma,2013,1.08
Jharkhand,Latehar,2004,0.02
Jharkhand,Latehar,2007,2.1200001
Jharkhand,Latehar,2009,0.40000001
Jharkhand,Latehar,2010,2.0
Jharkhand,Latehar,2012,0.18000001
Jharkhand,Lohardaga,2007,-0.73333329
Jharkhand,Lohardaga,2008,0.69999999
Jharkhand,Lohardaga,2009,2.2
Jharkhand,Lohardaga,2010,0.60000002
Jharkhand,Lohardaga,2011,1.4000001
Jharkhand,Lohardaga,2012,0.1
Jharkhand,Pakur,2004,2.8
Jharkhand,Pakur,2008,0.80000001
Jharkhand,Pakur,2010,1.4400001
Jharkhand,Pakur,2011,1.55
Jharkhand,Pakur,2012,2.3199999
Jharkhand,Pakur,2013,5.8699999
Jharkhand,Pakur,2018,0.0
Jharkhand,Palamu,2001,1.28
Jharkhand,Palamu,2004,1.6799999
Jharkhand,Palamu,2006,2.8
Jharkhand,Palamu,2008,2.76
Jharkhand,Palamu,2009,5.6866665
Jharkhand,Palamu,2010,2.24
Jharkhand,Palamu,2011,3.2
Jharkhand,Palamu,2012,2.5333333
Jharkhand,Palamu,2013,2.48
Jharkhand,Pashchimi Singhbhum,2004,1.27
Jharkhand,Pashchimi Singhbhum,2005,1.4
Jharkhand,Pashchimi Singhbhum,2006,1.24
Jharkhand,Pashchimi Singhbhum,2007,5.4485717
Jharkhand,Pashchimi Singhbhum,2008,0.18000001
Jharkhand,Pashchimi Singhbhum,2009,0.02
Jharkhand,Pashchimi Singhbhum,2010,0.74000001
Jharkhand,Pashchimi Singhbhum,2011,0.66666669
Jharkhand,Pashchimi Singhbhum,2012,4.0799999
Jharkhand,Pashchimi Singhbhum,2013,4.0
Jharkhand,Purbi Singhbhum,2004,0.46000001
Jharkhand,Purbi Singhbhum,2007,-2.7175
Jharkhand,Purbi Singhbhum,2010,0.66000003
Jharkhand,Purbi Singhbhum,2011,0.66000003
Jharkhand,Purbi Singhbhum,2012,1.17
Jharkhand,Purbi Singhbhum,2013,0.56
Jharkhand,Purbi Singhbhum,2014,-0.02
Jharkhand,Purbi Singhbhum,2015,-0.44
Jharkhand,Purbi Singhbhum,2018,0.0
Jharkhand,Ramgarh,2007,-2.4000001
Jharkhand,Ranchi,2004,2.55
Jharkhand,Ranchi,2005,0.62
Jharkhand,Ranchi,2006,1.0933334
Jharkhand,Ranchi,2007,1.1642858
Jharkhand,Ranchi,2008,1.0600001
Jharkhand,Ranchi,2009,2.3399999
Jharkhand,Ranchi,2010,0.23999999
Jharkhand,Ranchi,2011,0.78000003
Jharkhand,Ranchi,2012,0.87
Jharkhand,Ranchi,2013,2.4550002
Jharkhand,Sahebganj,2010,0.44
Jharkhand,Sahebganj,2011,0.5
Jharkhand,Sahebganj,2012,1.2885715
Jharkhand,Sahebganj,2013,0.83999997
Jharkhand,Saraikela Kharsawan,2007,4.1960001
Jharkhand,Saraikela Kharsawan,2008,0.44
Jharkhand,Saraikela Kharsawan,2010,0.23999999
Jharkhand,Saraikela Kharsawan,2011,0.81999999
Jharkhand,Saraikela Kharsawan,2012,3.5999999
Jharkhand,Saraikela Kharsawan,2013,3.5999999
Jharkhand,Simdega,2007,4.8066669
Jharkhand,Simdega,2008,0.40000001
Jharkhand,Simdega,2009,1.4100001
Jharkhand,Simdega,2010,0.38999999
Jharkhand,Simdega,2011,0.40000001
Karnataka,Bagalkote,2008,0.0
Karnataka,Bagalkote,2013,4.4759998
Karnataka,Bagalkote,2014,0.91043478
Karnataka,Bagalkote,2016,0.0
Karnataka,Bagalkote,2018,0.0
Karnataka,Ballari,2016,0.0
Karnataka,Bangalore Rural,2009,3.6199999
Karnataka,Bangalore Rural,2010,0.36000001
Karnataka,Bangalore Rural,2013,2.072
Karnataka,Bangalore Rural,2014,0.0
Karnataka,Bangalore Rural,2018,0.0
Karnataka,Bangalore,2009,3.7733333
Karnataka,Bangalore,2013,2.8800001
Karnataka,Bangalore,2014,-2.9449999
Karnataka,Bangalore,2016,0.0
Karnataka,Bangalore,2018,0.0
Karnataka,Belagavi,2009,0.81999999
Karnataka,Belagavi,2014,0.0
Karnataka,Belagavi,2018,0.0
Karnataka,Belgaum,2013,3.1566668
Karnataka,Belgaum,2014,-4.9459648
Karnataka,Belgaum,2016,0.0
Karnataka,Belgaum,2017,0.0
Karnataka,Belgaum,2018,0.0
Karnataka,Bellary,2013,4.9709091
Karnataka,Bellary,2014,-0.26800001
Karnataka,Bellary,2016,0.0
Karnataka,Bellary,2018,0.0
Karnataka,Bidar,2013,1.9050001
Karnataka,Bidar,2014,0.0
Karnataka,Bidar,2016,0.0
